iso3,year,population,real_gdp_growth,totalGDP,totalGDP2015,real_spending_growth,advanced,euroarea
"NPL",2020,30.102,3.759,3.21e+10,2.14e+10,5.021918,0,0
"NZL",2005,4.161,2.816,1.14e+11,1.71e+11,,1,0
"NZL",2006,4.209,2.354,1.10e+11,1.71e+11,4.682941,1,0
"NZL",2007,4.246,3.714,1.34e+11,1.71e+11,1.883812,1,0
"NZL",2008,4.28,-.831,1.34e+11,1.71e+11,3.651613,1,0
"NZL",2009,4.332,.458,1.21e+11,1.71e+11,5.364852,1,0
"NZL",2010,4.374,2.014,1.44e+11,1.71e+11,11.65067,1,0
"NZL",2011,4.399,1.331,1.65e+11,1.71e+11,.6040432,1,0
"NZL",2012,4.426,2.887,1.73e+11,1.71e+11,-6.486753,1,0
"NZL",2013,4.476,2.481,1.85e+11,1.71e+11,-.830743,1,0
"NZL",2014,4.555,3.309,1.98e+11,1.71e+11,.7963172,1,0
"NZL",2015,4.615,2.222,1.71e+11,1.71e+11,3.530048,1,0
"NZL",2016,4.652,2.426,1.65e+11,1.71e+11,1.64844,1,0
"NZL",2017,4.689,2.441,1.72e+11,1.71e+11,1.116324,1,0
"NZL",2018,4.727,2.504,1.79e+11,1.71e+11,1.60205,1,0
"NZL",2019,4.765,2.508,1.86e+11,1.71e+11,1.477964,1,0
"NZL",2020,4.803,2.549,1.95e+11,1.71e+11,2.146933,1,0
"OMN",2005,2.618,2.49,3.02e+10,6.02e+10,,0,0
"OMN",2006,2.67,5.373,3.61e+10,6.02e+10,3.51472,0,0
"OMN",2007,2.726,4.452,4.08e+10,6.02e+10,7.40075,0,0
"OMN",2008,2.785,8.201,5.92e+10,6.02e+10,-10.4105,0,0
"OMN",2009,2.883,6.112,4.67e+10,6.02e+10,39.47072,0,0
"OMN",2010,2.885,4.803,5.68e+10,6.02e+10,-7.468787,0,0
"OMN",2011,2.993,4.095,6.77e+10,6.02e+10,17.50286,0,0
"OMN",2012,3.291,5.764,7.54e+10,6.02e+10,19.90318,0,0
"OMN",2013,3.594,4.693,7.70e+10,6.02e+10,7.339691,0,0
"OMN",2014,3.717,2.948,7.78e+10,6.02e+10,9.462336,0,0
"OMN",2015,3.84,4.363,6.02e+10,6.02e+10,24.43328,0,0
"OMN",2016,3.957,2.849,6.06e+10,6.02e+10,5.332225,0,0
"OMN",2017,4.079,2.018,6.52e+10,6.02e+10,-.0268764,0,0
"OMN",2018,4.206,1.369,6.91e+10,6.02e+10,-1.971257,0,0
"OMN",2019,4.338,1.208,7.21e+10,6.02e+10,-1.145774,0,0
"OMN",2020,4.476,.958,7.44e+10,6.02e+10,-.5457051,0,0
"PAK",2005,152.53,8.958,1.10e+11,2.71e+11,,0,0
"PAK",2006,155.37,5.82,1.37e+11,2.71e+11,5.103351,0,0
"PAK",2007,158.17,5.537,1.52e+11,2.71e+11,20.50159,0,0
"PAK",2008,164.66,4.988,1.71e+11,2.71e+11,15.55677,0,0
"PAK",2009,168.18,.361,1.70e+11,2.71e+11,-9.784297,0,0
"PAK",2010,171.73,2.581,1.78e+11,2.71e+11,8.235306,0,0
"PAK",2011,175.305,3.624,2.14e+11,2.71e+11,-1.409831,0,0
"PAK",2012,178.91,3.837,2.25e+11,2.71e+11,16.21384,0,0
"PAK",2013,182.53,3.653,2.32e+11,2.71e+11,4.475752,0,0
"PAK",2014,186.19,4.026,2.47e+11,2.71e+11,-3.844597,0,0
"PAK",2015,189.87,4.239,2.71e+11,2.71e+11,2.369094,0,0
"PAK",2016,193.566,4.5,,2.71e+11,3.41104,0,0
"PAK",2017,197.275,4.5,,2.71e+11,4.323764,0,0
"PAK",2018,200.997,5.2,,2.71e+11,5.490334,0,0
"PAK",2019,204.728,5.202,,2.71e+11,7.748836,0,0
"PAK",2020,208.468,5.2,,2.71e+11,5.177221,0,0
"PAN",2005,3.351,7.191,1.55e+10,4.75e+10,,0,0
"PAN",2006,3.413,8.528,1.71e+10,4.75e+10,6.318537,0,0
"PAN",2007,3.476,12.113,1.98e+10,4.75e+10,11.72026,0,0
"PAN",2008,3.538,10.117,2.30e+10,4.75e+10,16.37472,0,0
"PAN",2009,3.6,3.856,2.42e+10,4.75e+10,6.433702,0,0
"PAN",2010,3.662,7.452,2.71e+10,4.75e+10,10.31631,0,0
"PAN",2011,3.724,10.861,3.13e+10,4.75e+10,10.06326,0,0
"PAN",2012,3.788,10.795,3.59e+10,4.75e+10,9.718477,0,0
"PAN",2013,3.851,8.374,4.04e+10,4.75e+10,10.67005,0,0
"PAN",2014,3.928,6.193,4.38e+10,4.75e+10,3.804437,0,0
"PAN",2015,4.006,6.006,4.75e+10,4.75e+10,5.981544,0,0
"PAN",2016,4.086,6.302,5.15e+10,4.75e+10,5.58781,0,0
"PAN",2017,4.168,6.604,5.60e+10,4.75e+10,4.127059,0,0
"PAN",2018,4.252,7.004,6.12e+10,4.75e+10,4.498228,0,0
"PAN",2019,4.337,6.296,6.63e+10,4.75e+10,5.640929,0,0
"PAN",2020,4.423,5.995,7.17e+10,4.75e+10,4.295683,0,0
"PER",2005,27.219,6.284,7.50e+10,1.80e+11,,0,0
"PER",2006,27.64,7.529,8.79e+10,1.80e+11,1.616899,0,0
"PER",2007,28.221,8.518,1.02e+11,1.80e+11,5.811573,0,0
"PER",2008,28.657,9.143,1.22e+11,1.80e+11,14.84703,0,0
"PER",2009,29.101,1.049,1.21e+11,1.80e+11,10.767,0,0
"PER",2010,29.552,8.451,1.49e+11,1.80e+11,6.221931,0,0
"PER",2011,30.009,6.451,1.71e+11,1.80e+11,.2750216,0,0
"PER",2012,30.474,5.951,1.93e+11,1.80e+11,8.799139,0,0
"PER",2013,30.946,5.771,2.02e+11,1.80e+11,12.44552,0,0
"PER",2014,31.424,2.35,2.03e+11,1.80e+11,6.826633,0,0
"PER",2015,31.911,2.4,1.80e+11,1.80e+11,2.430954,0,0
"PER",2016,32.405,3.296,1.80e+11,1.80e+11,4.254672,0,0
"PER",2017,32.907,5.543,1.94e+11,1.80e+11,3.705788,0,0
"PER",2018,33.416,5.2,2.08e+11,1.80e+11,3.100993,0,0
"PER",2019,33.934,4.314,2.21e+11,1.80e+11,2.97526,0,0
"PER",2020,34.459,4.007,2.35e+11,1.80e+11,3.385255,0,0
"PHL",2005,85.26,4.778,1.03e+11,2.99e+11,,0,0
"PHL",2006,86.97,5.243,1.22e+11,2.99e+11,2.897465,0,0
"PHL",2007,88.71,6.617,1.49e+11,2.99e+11,6.02169,0,0
"PHL",2008,90.5,4.153,1.74e+11,2.99e+11,2.272171,0,0
"PHL",2009,91,1.148,1.68e+11,2.99e+11,8.927874,0,0
"PHL",2010,92.6,7.632,2.00e+11,2.99e+11,2.669515,0,0
"PHL",2011,94.2,3.66,2.24e+11,2.99e+11,-2.603231,0,0
"PHL",2012,95.8,6.684,2.50e+11,2.99e+11,12.12906,0,0
"PHL",2013,97.484,7.055,2.72e+11,2.99e+11,5.526553,0,0
"PHL",2014,99.434,6.132,2.85e+11,2.99e+11,4.864598,0,0
"PHL",2015,101.423,6.002,2.99e+11,2.99e+11,13.18941,0,0
"PHL",2016,103.451,6.3,3.30e+11,2.99e+11,9.954472,0,0
"PHL",2017,105.52,6.51,3.67e+11,2.99e+11,7.139336,0,0
"PHL",2018,107.631,6.507,4.08e+11,2.99e+11,7.363205,0,0
"PHL",2019,109.783,6.51,4.55e+11,2.99e+11,7.220887,0,0
"PHL",2020,111.979,6.512,5.07e+11,2.99e+11,6.924866,0,0
"PLW",2005,.02,1.528,1.95e+08,2.63e+08,,0,0
"PLW",2006,.02,-2.631,1.97e+08,2.63e+08,12.11002,0,0
"PLW",2007,.019,.025,1.92e+08,2.63e+08,10.78868,0,0
"PLW",2008,.019,-4.808,1.97e+08,2.63e+08,-13.33473,0,0
"PLW",2009,.019,-10.472,1.89e+08,2.63e+08,-16.5346,0,0
"PLW",2010,.018,3.742,1.81e+08,2.63e+08,18.27677,0,0
"PLW",2011,.018,4.729,2.01e+08,2.63e+08,-7.43697,0,0
"PLW",2012,.018,3.197,2.20e+08,2.63e+08,6.187771,0,0
"PLW",2013,.018,-1.763,2.34e+08,2.63e+08,-10.18679,0,0
"PLW",2014,.018,4.902,2.53e+08,2.63e+08,2.425271,0,0
"PLW",2015,.018,4,2.63e+08,2.63e+08,10.34144,0,0
"PLW",2016,.018,2.7,2.72e+08,2.63e+08,9.947539,0,0
"PLW",2017,.018,2.5,2.82e+08,2.63e+08,2.860997,0,0
"PLW",2018,.018,2.2,2.91e+08,2.63e+08,3.400244,0,0
"PLW",2019,.019,2.2,3.17e+08,2.63e+08,-2.686657,0,0
"PLW",2020,.019,2,3.26e+08,2.63e+08,-.4976318,0,0
"PNG",2005,5.781,3.924,4.87e+09,1.80e+10,,0,0
"PNG",2006,5.917,2.294,5.53e+09,1.80e+10,-3.281499,0,0
"PNG",2007,6.056,7.152,6.34e+09,1.80e+10,-1.09018,0,0
"PNG",2008,6.196,6.614,8.00e+09,1.80e+10,13.24143,0,0
"PNG",2009,6.339,6.134,8.11e+09,1.80e+10,30.15779,0,0
"PNG",2010,6.604,7.68,9.72e+09,1.80e+10,-17.7937,0,0
"PNG",2011,6.88,10.669,1.29e+10,1.80e+10,12.83346,0,0
"PNG",2012,7.167,8.091,1.54e+10,1.80e+10,21.87522,0,0
"PNG",2013,7.346,5.53,1.54e+10,1.80e+10,17.7744,0,0
"PNG",2014,7.53,8.54,1.68e+10,1.80e+10,3.504314,0,0
"PNG",2015,7.718,12.3,1.80e+10,1.80e+10,-3.682752,0,0
"PNG",2016,7.911,3.009,1.82e+10,1.80e+10,-10.02291,0,0
"PNG",2017,8.109,3.104,1.89e+10,1.80e+10,.8837038,0,0
"PNG",2018,8.312,3.142,1.99e+10,1.80e+10,-1.518466,0,0
"PNG",2019,8.519,3.16,2.10e+10,1.80e+10,.2437028,0,0
"PNG",2020,8.732,3.187,2.24e+10,1.80e+10,1.051568,0,0
"POL",2005,38.174,3.547,3.04e+11,4.81e+11,,0,0
"POL",2006,38.157,6.193,3.43e+11,4.81e+11,7.121819,0,0
"POL",2007,38.125,7.202,4.29e+11,4.81e+11,2.749415,0,0
"POL",2008,38.116,3.92,5.30e+11,4.81e+11,6.386343,0,0
"POL",2009,38.136,2.634,4.37e+11,4.81e+11,4.509782,0,0
"POL",2010,38.023,3.699,4.77e+11,4.81e+11,5.417078,0,0
"POL",2011,38.063,4.762,5.24e+11,4.81e+11,.3383191,0,0
"POL",2012,38.064,1.761,4.97e+11,4.81e+11,-.6673301,0,0
"POL",2013,38.063,1.728,5.26e+11,4.81e+11,.0836674,0,0
"POL",2014,38.018,3.444,5.48e+11,4.81e+11,2.510497,0,0
"POL",2015,38.006,3.528,4.81e+11,4.81e+11,3.519824,0,0
"POL",2016,38.003,3.503,5.09e+11,4.81e+11,2.399272,0,0
"POL",2017,37.996,3.584,5.40e+11,4.81e+11,3.286595,0,0
"POL",2018,37.984,3.559,5.77e+11,4.81e+11,2.968259,0,0
"POL",2019,37.972,3.568,6.18e+11,4.81e+11,3.294092,0,0
"POL",2020,37.96,3.595,6.64e+11,4.81e+11,3.739794,0,0
"PRT",2005,10.503,.767,1.98e+11,1.98e+11,,1,1
"PRT",2006,10.522,1.553,2.09e+11,1.98e+11,-6.653715,1,1
"PRT",2007,10.543,2.492,2.41e+11,1.98e+11,6.27129,1,1
"PRT",2008,10.558,.199,2.63e+11,1.98e+11,2.111337,1,1
"PRT",2009,10.568,-2.978,2.44e+11,1.98e+11,7.482522,1,1
"PRT",2010,10.573,1.899,2.39e+11,1.98e+11,5.135236,1,1
"PRT",2011,10.558,-1.827,2.45e+11,1.98e+11,-5.310417,1,1
"PRT",2012,10.515,-4.028,2.16e+11,1.98e+11,-6.940406,1,1
"PRT",2013,10.457,-1.605,2.25e+11,1.98e+11,1.65967,1,1
"PRT",2014,10.394,.892,2.30e+11,1.98e+11,-1.339328,1,1
"PRT",2015,10.404,1.561,1.98e+11,1.98e+11,-.6647859,1,1
"PRT",2016,10.412,1.544,2.04e+11,1.98e+11,.7724615,1,1
"PRT",2017,10.419,1.4,2.12e+11,1.98e+11,.8349294,1,1
"PRT",2018,10.427,1.25,2.20e+11,1.98e+11,.9347264,1,1
"PRT",2019,10.434,1.16,2.27e+11,1.98e+11,.9225178,1,1
"PRT",2020,10.442,1.151,2.37e+11,1.98e+11,.9896736,1,1
"PRY",2005,5.899,2.133,8.74e+09,2.91e+10,,0,0
"PRY",2006,6.009,4.807,1.06e+10,2.91e+10,10.8685,0,0
"PRY",2007,6.12,5.422,1.38e+10,2.91e+10,.2594416,0,0
"PRY",2008,6.23,6.359,1.85e+10,2.91e+10,-1.083944,0,0
"PRY",2009,6.341,-3.966,1.59e+10,2.91e+10,20.13282,0,0
"PRY",2010,6.451,13.093,2.07e+10,2.91e+10,6.640018,0,0
"PRY",2011,6.562,4.342,2.33e+10,2.91e+10,10.7583,0,0
"PRY",2012,6.673,-1.239,2.49e+10,2.91e+10,17.05578,0,0
"PRY",2013,6.786,14.225,2.83e+10,2.91e+10,6.361136,0,0
"PRY",2014,6.901,4.35,3.02e+10,2.91e+10,2.834193,0,0
"PRY",2015,7.017,3.016,2.91e+10,2.91e+10,6.840509,0,0
"PRY",2016,7.136,3.834,3.01e+10,2.91e+10,3.49483,0,0
"PRY",2017,7.257,4.106,3.14e+10,2.91e+10,5.468145,0,0
"PRY",2018,7.38,4.152,3.28e+10,2.91e+10,4.959708,0,0
"PRY",2019,7.504,4.057,3.42e+10,2.91e+10,5.695974,0,0
"PRY",2020,7.631,4.06,3.57e+10,2.91e+10,5.017424,0,0
"QAT",2005,.821,7.493,4.45e+10,1.92e+11,,0,0
"QAT",2006,.968,26.17,6.09e+10,1.92e+11,22.0563,0,0
"QAT",2007,1.152,17.986,7.97e+10,1.92e+11,15.75152,0,0
"QAT",2008,1.554,17.664,1.15e+11,1.92e+11,-5.700187,0,0
"QAT",2009,1.632,11.957,9.78e+10,1.92e+11,61.88366,0,0
"QAT",2010,1.637,19.592,1.25e+11,1.92e+11,9.61157,0,0
"QAT",2011,1.708,13.375,1.70e+11,1.92e+11,5.373923,0,0
"QAT",2012,1.837,4.88,1.90e+11,1.92e+11,11.9914,0,0
"QAT",2013,2.045,4.582,2.02e+11,1.92e+11,6.402916,0,0
"QAT",2014,2.235,3.978,2.10e+11,1.92e+11,4.38084,0,0
"QAT",2015,2.437,4.697,1.92e+11,1.92e+11,16.92559,0,0
"QAT",2016,2.607,4.947,1.92e+11,1.92e+11,7.118748,0,0
"QAT",2017,2.725,4.17,2.12e+11,1.92e+11,-2.374152,0,0
"QAT",2018,2.779,3.641,2.33e+11,1.92e+11,-2.140002,0,0
"QAT",2019,2.807,3.293,2.51e+11,1.92e+11,-.4416101,0,0
"QAT",2020,2.807,2.78,2.68e+11,1.92e+11,.5237417,0,0
"ROU",2005,21.382,4.172,1.00e+11,1.75e+11,,0,0
"ROU",2006,21.257,8.056,1.24e+11,1.75e+11,13.29037,0,0
"ROU",2007,21.131,6.864,1.72e+11,1.75e+11,12.41162,0,0
"ROU",2008,20.636,8.459,2.10e+11,1.75e+11,11.94559,0,0
"ROU",2009,20.44,-7.067,1.68e+11,1.75e+11,-3.35176,0,0
"ROU",2010,20.295,-.798,1.68e+11,1.75e+11,-.477199,0,0
"ROU",2011,20.199,1.056,1.86e+11,1.75e+11,-3.100352,0,0
"ROU",2012,20.096,.641,1.72e+11,1.75e+11,-3.45793,0,0
"ROU",2013,20.02,3.39,1.92e+11,1.75e+11,.4283344,0,0
"ROU",2014,19.947,2.8,1.99e+11,1.75e+11,3.111068,0,0
"ROU",2015,19.861,3.365,1.75e+11,1.75e+11,2.799834,0,0
"ROU",2016,19.821,3.859,1.83e+11,1.75e+11,.5379733,0,0
"ROU",2017,19.776,3.401,1.97e+11,1.75e+11,1.099424,0,0
"ROU",2018,19.73,3.161,2.11e+11,1.75e+11,2.848711,0,0
"ROU",2019,19.685,3.206,2.25e+11,1.75e+11,2.868557,0,0
"ROU",2020,19.639,3.326,2.43e+11,1.75e+11,3.097126,0,0
"RUS",2005,143.2,6.387,7.64e+11,1.24e+12,,0,0
"RUS",2006,142.8,8.153,9.90e+11,1.24e+12,6.618258,0,0
"RUS",2007,142.8,8.535,1.30e+12,1.24e+12,19.38044,0,0
"RUS",2008,142.7,5.248,1.66e+12,1.24e+12,5.475563,0,0
"RUS",2009,142.8,-7.8,1.22e+12,1.24e+12,11.16838,0,0
"RUS",2010,142.9,4.5,1.52e+12,1.24e+12,-3.869656,0,0
"RUS",2011,143,4.3,1.90e+12,1.24e+12,-2.05005,0,0
"RUS",2012,143.3,3.4,2.02e+12,1.24e+12,7.876605,0,0
"RUS",2013,143.7,1.3,2.08e+12,1.24e+12,3.846949,0,0
"RUS",2014,146.3,.6,1.86e+12,1.24e+12,1.807845,0,0
"RUS",2015,146.3,-3.825,1.24e+12,1.24e+12,-1.540522,0,0
"RUS",2016,146.3,-.627,1.18e+12,1.24e+12,-3.669192,0,0
"RUS",2017,146.3,1,1.31e+12,1.24e+12,-.7045922,0,0
"RUS",2018,146.3,1.5,1.45e+12,1.24e+12,.3670664,0,0
"RUS",2019,146.3,1.5,1.61e+12,1.24e+12,-3.807211,0,0
"RUS",2020,146.3,1.5,1.79e+12,1.24e+12,1.421613,0,0
"RWA",2005,8.833,9.378,2.58e+09,8.47e+09,,0,0
"RWA",2006,9,9.227,3.11e+09,8.47e+09,1.588351,0,0
"RWA",2007,9.2,7.626,3.78e+09,8.47e+09,13.39311,0,0
"RWA",2008,9.5,11.189,4.80e+09,8.47e+09,17.84435,0,0
"RWA",2009,9.7,6.246,5.31e+09,8.47e+09,4.48812,0,0
"RWA",2010,10,6.265,5.70e+09,8.47e+09,15.23098,0,0
"RWA",2011,10.2,7.46,6.41e+09,8.47e+09,9.913269,0,0
"RWA",2012,10.5,8.788,7.22e+09,8.47e+09,6.348378,0,0
"RWA",2013,10.8,4.708,7.52e+09,8.47e+09,11.81731,0,0
"RWA",2014,11.096,6.939,7.90e+09,8.47e+09,7.143779,0,0
"RWA",2015,11.4,6.467,8.47e+09,8.47e+09,-.9919299,0,0
"RWA",2016,11.691,7,9.23e+09,8.47e+09,-.0892973,0,0
"RWA",2017,11.99,7.5,1.01e+10,8.47e+09,12.38461,0,0
"RWA",2018,12.297,7.499,1.11e+10,8.47e+09,6.751498,0,0
"RWA",2019,12.611,7.501,1.21e+10,8.47e+09,2.225008,0,0
"RWA",2020,12.934,7.5,1.33e+10,8.47e+09,7.051527,0,0
"SAU",2005,23.33,7.256,3.28e+11,6.32e+11,,0,0
"SAU",2006,24.122,5.577,3.76e+11,6.32e+11,2.26966,0,0
"SAU",2007,24.941,5.992,4.16e+11,6.32e+11,14.47999,0,0
"SAU",2008,25.787,8.427,5.20e+11,6.32e+11,-1.781835,0,0
"SAU",2009,26.661,1.829,4.29e+11,6.32e+11,41.46968,0,0
"SAU",2010,27.563,4.762,5.27e+11,6.32e+11,-4.002609,0,0
"SAU",2011,28.376,9.959,6.69e+11,6.32e+11,7.995175,0,0
"SAU",2012,29.196,5.384,7.34e+11,6.32e+11,5.267105,0,0
"SAU",2013,29.994,2.67,7.44e+11,6.32e+11,9.808075,0,0
"SAU",2014,30.77,3.468,7.46e+11,6.32e+11,18.32938,0,0
"SAU",2015,31.386,3.43,6.32e+11,6.32e+11,27.97259,0,0
"SAU",2016,32.013,2.21,6.43e+11,6.32e+11,-5.272992,0,0
"SAU",2017,32.654,2.877,6.95e+11,6.32e+11,-.402159,0,0
"SAU",2018,33.307,3.025,7.49e+11,6.32e+11,-.1259475,0,0
"SAU",2019,33.973,3.098,8.00e+11,6.32e+11,-2.115011,0,0
"SAU",2020,34.652,3.176,8.49e+11,6.32e+11,-1.068009,0,0
"SDN",2005,35.3,.427,2.65e+10,8.43e+10,,0,0
"SDN",2006,36.218,8.915,3.58e+10,8.43e+10,-1.110219,0,0
"SDN",2007,37.159,8.495,4.59e+10,8.43e+10,15.68093,0,0
"SDN",2008,38.126,3.043,5.45e+10,8.43e+10,-4.697212,0,0
"SDN",2009,39.117,4.681,5.31e+10,8.43e+10,-8.061821,0,0
"SDN",2010,40.134,3.005,6.56e+10,8.43e+10,-4.790463,0,0
"SDN",2011,32.661,-1.255,6.72e+10,8.43e+10,-6.797018,0,0
"SDN",2012,35.056,-3.413,6.26e+10,8.43e+10,-28.5966,0,0
"SDN",2013,36.164,3.934,6.66e+10,8.43e+10,2.370588,0,0
"SDN",2014,37.289,3.567,7.48e+10,8.43e+10,.2923426,0,0
"SDN",2015,38.435,3.499,8.43e+10,8.43e+10,-4.8885,0,0
"SDN",2016,39.599,4.023,8.52e+10,8.43e+10,3.603753,0,0
"SDN",2017,40.783,4.457,9.38e+10,8.43e+10,1.251314,0,0
"SDN",2018,41.985,4.988,1.01e+11,8.43e+10,1.900004,0,0
"SDN",2019,43.222,5.603,1.09e+11,8.43e+10,-1.91706,0,0
"SDN",2020,44.345,5.766,1.17e+11,8.43e+10,5.428443,0,0
"SEN",2005,11.271,5.613,8.72e+09,1.40e+10,,0,0
"SEN",2006,11.583,2.47,9.37e+09,1.40e+10,15.43198,0,0
"SEN",2007,11.905,4.938,1.13e+10,1.40e+10,8.411219,0,0
"SEN",2008,12.239,3.682,1.34e+10,1.40e+10,-.8608873,0,0
"SEN",2009,12.587,2.423,1.28e+10,1.40e+10,3.394304,0,0
"SEN",2010,12.951,4.18,1.29e+10,1.40e+10,6.377106,0,0
"SEN",2011,13.331,1.761,1.44e+10,1.40e+10,8.204283,0,0
"SEN",2012,13.722,4.363,1.42e+10,1.40e+10,3.412388,0,0
"SEN",2013,14.125,3.622,1.50e+10,1.40e+10,1.542675,0,0
"SEN",2014,14.54,4.724,1.57e+10,1.40e+10,9.312829,0,0
"SEN",2015,14.966,5.106,1.40e+10,1.40e+10,2.303655,0,0
"SEN",2016,15.406,5.935,1.52e+10,1.40e+10,6.027277,0,0
"SEN",2017,15.858,6.548,1.67e+10,1.40e+10,3.482139,0,0
"SEN",2018,16.323,6.985,1.85e+10,1.40e+10,4.563561,0,0
"SEN",2019,16.803,7.294,2.05e+10,1.40e+10,6.792109,0,0
"SEN",2020,17.296,7.273,2.28e+10,1.40e+10,5.888917,0,0
"SGP",2005,4.266,7.489,1.27e+11,2.94e+11,,1,0
"SGP",2006,4.401,8.86,1.48e+11,2.94e+11,15.51633,1,0
"SGP",2007,4.589,9.112,1.80e+11,2.94e+11,.8833122,1,0
"SGP",2008,4.839,1.788,1.92e+11,2.94e+11,44.61026,1,0
"SGP",2009,4.988,-.603,1.92e+11,2.94e+11,7.867574,1,0
"SGP",2010,5.077,15.24,2.36e+11,2.94e+11,-8.471269,1,0
"SGP",2011,5.184,6.207,2.75e+11,2.94e+11,5.961643,1,0
"SGP",2012,5.312,3.414,2.90e+11,2.94e+11,1.326749,1,0
"SGP",2013,5.399,4.443,3.02e+11,2.94e+11,15.85738,1,0
"SGP",2014,5.47,2.918,3.08e+11,2.94e+11,16.3832,1,0
"SGP",2015,5.523,2.202,2.94e+11,2.94e+11,15.28792,1,0
"SGP",2016,5.562,2.923,3.09e+11,2.94e+11,-.7608073,1,0
"SGP",2017,5.596,3.216,3.28e+11,2.94e+11,4.059482,1,0
"SGP",2018,5.631,3.161,3.49e+11,2.94e+11,4.233465,1,0
"SGP",2019,5.666,3.239,3.70e+11,2.94e+11,-.5350855,1,0
"SGP",2020,5.701,3.246,3.95e+11,2.94e+11,-.7648631,1,0
"SLB",2005,.469,12.853,4.29e+08,1.21e+09,,0,0
"SLB",2006,.481,3.993,4.71e+08,1.21e+09,13.593,0,0
"SLB",2007,.492,6.389,5.16e+08,1.21e+09,21.85639,0,0
"SLB",2008,.504,7.106,6.09e+08,1.21e+09,12.24612,0,0
"SLB",2009,.515,-4.738,5.98e+08,1.21e+09,9.033708,0,0
"SLB",2010,.526,6.889,6.71e+08,1.21e+09,14.40121,0,0
"SLB",2011,.538,12.945,8.87e+08,1.21e+09,-.9232977,0,0
"SLB",2012,.55,4.65,1.03e+09,1.21e+09,5.605452,0,0
"SLB",2013,.562,3.02,1.06e+09,1.21e+09,1.540736,0,0
"SLB",2014,.575,1.498,1.16e+09,1.21e+09,-10.23262,0,0
"SLB",2015,.588,3.262,1.21e+09,1.21e+09,11.95445,0,0
"SLB",2016,.601,3.04,1.29e+09,1.21e+09,-2.334618,0,0
"SLB",2017,.614,3.533,1.39e+09,1.21e+09,-.4281042,0,0
"SLB",2018,.627,3.628,1.49e+09,1.21e+09,.7038577,0,0
"SLB",2019,.641,3.506,1.61e+09,1.21e+09,-.2364754,0,0
"SLB",2020,.655,3.586,1.75e+09,1.21e+09,.5741796,0,0
"SLE",2005,5.12,4.505,1.65e+09,4.27e+09,,0,0
"SLE",2006,5.281,4.224,1.88e+09,4.27e+09,-3.872155,0,0
"SLE",2007,5.416,8.058,2.16e+09,4.27e+09,-15.85396,0,0
"SLE",2008,5.532,5.4,2.51e+09,4.27e+09,31.50177,0,0
"SLE",2009,5.641,3.187,2.45e+09,4.27e+09,11.58106,0,0
"SLE",2010,5.752,5.347,2.58e+09,4.27e+09,21.8924,0,0
"SLE",2011,5.865,5.961,2.93e+09,4.27e+09,13.08489,0,0
"SLE",2012,5.979,15.212,3.79e+09,4.27e+09,8.91173,0,0
"SLE",2013,6.104,20.12,4.91e+09,4.27e+09,-7.969497,0,0
"SLE",2014,6.232,7.064,4.82e+09,4.27e+09,22.34791,0,0
"SLE",2015,6.319,-23.923,4.27e+09,4.27e+09,-20.14041,0,0
"SLE",2016,6.439,-.686,4.56e+09,4.27e+09,-1.502722,0,0
"SLE",2017,6.561,18.404,4.92e+09,4.27e+09,18.91925,0,0
"SLE",2018,6.686,17.724,5.37e+09,4.27e+09,19.52048,0,0
"SLE",2019,6.813,6.508,5.86e+09,4.27e+09,6.583215,0,0
"SLE",2020,6.894,6.934,6.37e+09,4.27e+09,10.91149,0,0
"SLV",2005,6.07,3.563,1.71e+10,2.57e+10,,0,0
"SLV",2006,6.1,3.912,1.86e+10,2.57e+10,7.828591,0,0
"SLV",2007,6.12,3.84,2.01e+10,2.57e+10,-3.226395,0,0
"SLV",2008,6.15,1.274,2.14e+10,2.57e+10,8.059677,0,0
"SLV",2009,6.18,-3.133,2.07e+10,2.57e+10,7.763734,0,0
"SLV",2010,6.22,1.365,2.14e+10,2.57e+10,2.159067,0,0
"SLV",2011,6.26,2.217,2.31e+10,2.57e+10,2.029054,0,0
"SLV",2012,6.3,1.881,2.38e+10,2.57e+10,3.247341,0,0
"SLV",2013,6.325,1.847,2.43e+10,2.57e+10,2.858598,0,0
"SLV",2014,6.352,1.952,2.52e+10,2.57e+10,-1.028699,0,0
"SLV",2015,6.377,2.3,2.57e+10,2.57e+10,6.819915,0,0
"SLV",2016,6.403,2.5,2.66e+10,2.57e+10,5.296608,0,0
"SLV",2017,6.429,2.6,2.77e+10,2.57e+10,3.788363,0,0
"SLV",2018,6.455,2.3,2.89e+10,2.57e+10,3.0418,0,0
"SLV",2019,6.482,2,3.01e+10,2.57e+10,3.070178,0,0
"SLV",2020,6.508,2,3.14e+10,2.57e+10,3.175398,0,0
"SMR",2005,.03,2.426,1.98e+09,1.52e+09,,1,0
"SMR",2006,.03,3.826,2.09e+09,1.52e+09,5.022118,1,0
"SMR",2007,.03,7.103,2.46e+09,1.52e+09,7.779531,1,0
"SMR",2008,.031,1.65,2.81e+09,1.52e+09,8.17934,1,0
"SMR",2009,.031,-12.786,2.39e+09,1.52e+09,-2.342271,1,0
"SMR",2010,.031,-4.648,2.15e+09,1.52e+09,-5.604456,1,0
"SMR",2011,.031,-9.466,2.05e+09,1.52e+09,-5.312415,1,0
