iso3,year,population,real_gdp_growth,totalGDP,totalGDP2015,real_spending_growth,advanced,euroarea
"MDA",2012,3.56,-.733,7.28e+09,6.19e+09,2.098675,0,0
"MDA",2013,3.559,9.4,7.98e+09,6.19e+09,4.986909,0,0
"MDA",2014,3.558,4.6,7.96e+09,6.19e+09,8.011771,0,0
"MDA",2015,3.556,-1,6.19e+09,6.19e+09,-.5468438,0,0
"MDA",2016,3.554,1.5,6.50e+09,6.19e+09,-2.516003,0,0
"MDA",2017,3.552,3,7.01e+09,6.19e+09,1.1414,0,0
"MDA",2018,3.55,3.5,7.57e+09,6.19e+09,2.640779,0,0
"MDA",2019,3.548,4,8.23e+09,6.19e+09,2.988449,0,0
"MDA",2020,3.546,4,9.00e+09,6.19e+09,3.622141,0,0
"MDG",2005,18.29,4.756,5.04e+09,9.51e+09,,0,0
"MDG",2006,18.826,5.399,5.52e+09,9.51e+09,5.797845,0,0
"MDG",2007,19.371,6.42,7.34e+09,9.51e+09,-7.218087,0,0
"MDG",2008,19.927,7.207,9.41e+09,9.51e+09,2.762757,0,0
"MDG",2009,20.496,-4.726,8.55e+09,9.51e+09,-25.12336,0,0
"MDG",2010,21.08,.263,8.73e+09,9.51e+09,.0762753,0,0
"MDG",2011,21.679,1.455,9.89e+09,9.51e+09,1.584832,0,0
"MDG",2012,22.294,3.027,9.92e+09,9.51e+09,-1.506098,0,0
"MDG",2013,22.925,2.264,1.06e+10,9.51e+09,13.24008,0,0
"MDG",2014,23.572,3.316,1.07e+10,9.51e+09,2.24962,0,0
"MDG",2015,24.235,3.401,9.51e+09,9.51e+09,17.15793,0,0
"MDG",2016,24.915,4.602,9.17e+09,9.51e+09,-3.560615,0,0
"MDG",2017,25.612,4.504,9.75e+09,9.51e+09,9.247195,0,0
"MDG",2018,26.325,4.503,1.04e+10,9.51e+09,6.199259,0,0
"MDG",2019,27.054,4.5,1.11e+10,9.51e+09,6.549533,0,0
"MDG",2020,27.798,5,1.19e+10,9.51e+09,6.638152,0,0
"MDV",2005,.294,-8.022,1.12e+09,3.03e+09,,0,0
"MDV",2006,.299,19.577,1.47e+09,3.03e+09,11.00077,0,0
"MDV",2007,.305,10.845,1.75e+09,3.03e+09,10.59236,0,0
"MDV",2008,.31,13.318,2.12e+09,3.03e+09,16.09052,0,0
"MDV",2009,.315,-1.754,2.17e+09,3.03e+09,3.410655,0,0
"MDV",2010,.32,6.592,2.33e+09,3.03e+09,-2.276986,0,0
"MDV",2011,.325,6.64,2.33e+09,3.03e+09,-1.823782,0,0
"MDV",2012,.331,1.625,2.53e+09,3.03e+09,1.673877,0,0
"MDV",2013,.336,-4.77,2.70e+09,3.03e+09,1.884967,0,0
"MDV",2014,.342,6.141,2.88e+09,3.03e+09,28.33006,0,0
"MDV",2015,.348,2.909,3.03e+09,3.03e+09,2.551249,0,0
"MDV",2016,.354,3.067,3.23e+09,3.03e+09,3.181586,0,0
"MDV",2017,.36,3.977,3.49e+09,3.03e+09,4.822532,0,0
"MDV",2018,.366,4.367,3.77e+09,3.03e+09,3.346593,0,0
"MDV",2019,.372,4.582,4.09e+09,3.03e+09,3.678697,0,0
"MDV",2020,.378,4.693,4.43e+09,3.03e+09,2.007459,0,0
"MEX",2005,107.156,3.033,8.66e+11,1.16e+12,,0,0
"MEX",2006,108.417,5.001,9.67e+11,1.16e+12,8.474133,0,0
"MEX",2007,109.796,3.148,1.04e+12,1.16e+12,5.50468,0,0
"MEX",2008,111.304,1.4,1.10e+12,1.16e+12,12.11007,0,0
"MEX",2009,112.849,-4.7,8.95e+11,1.16e+12,4.164412,0,0
"MEX",2010,114.292,5.11,1.05e+12,1.16e+12,-.5543405,0,0
"MEX",2011,115.685,4.045,1.17e+12,1.16e+12,5.414888,0,0
"MEX",2012,117.055,4.018,1.19e+12,1.16e+12,6.31309,0,0
"MEX",2013,118.397,1.387,1.26e+12,1.16e+12,2.661119,0,0
"MEX",2014,119.715,2.141,1.29e+12,1.16e+12,2.316715,0,0
"MEX",2015,121.087,2.312,1.16e+12,1.16e+12,2.287035,0,0
"MEX",2016,122.475,2.803,1.19e+12,1.16e+12,-.8722877,0,0
"MEX",2017,123.879,3.128,1.25e+12,1.16e+12,2.16695,0,0
"MEX",2018,125.299,3.223,1.32e+12,1.16e+12,1.91901,0,0
"MEX",2019,126.736,3.308,1.40e+12,1.16e+12,3.78467,0,0
"MEX",2020,128.188,3.335,1.50e+12,1.16e+12,4.18865,0,0
"MHL",2005,.051,2.632,1.37e+08,1.94e+08,,0,0
"MHL",2006,.051,1.923,1.42e+08,1.94e+08,-27.09709,0,0
"MHL",2007,.052,3.775,1.51e+08,1.94e+08,14.00433,0,0
"MHL",2008,.052,-2.034,1.51e+08,1.94e+08,-10.46113,0,0
"MHL",2009,.052,-1.656,1.51e+08,1.94e+08,-.1728946,0,0
"MHL",2010,.053,6.144,1.64e+08,1.94e+08,-1.49783,0,0
"MHL",2011,.053,.024,1.72e+08,1.94e+08,-4.206408,0,0
"MHL",2012,.053,4.721,1.83e+08,1.94e+08,-1.755089,0,0
"MHL",2013,.054,2.989,1.93e+08,1.94e+08,5.468544,0,0
"MHL",2014,.054,.507,1.91e+08,1.94e+08,3.764669,0,0
"MHL",2015,.055,1.695,1.94e+08,1.94e+08,13.67579,0,0
"MHL",2016,.056,2.237,2.00e+08,1.94e+08,4.283412,0,0
"MHL",2017,.057,1.787,2.08e+08,1.94e+08,-.1947761,0,0
"MHL",2018,.058,1.77,2.15e+08,1.94e+08,-2.412353,0,0
"MHL",2019,.059,1.637,2.23e+08,1.94e+08,-.02992,0,0
"MHL",2020,.06,1.627,2.30e+08,1.94e+08,.7086815,0,0
"MKD",2005,2.037,4.724,6.26e+09,1.01e+10,,0,0
"MKD",2006,2.042,5.137,6.86e+09,1.01e+10,1.779105,0,0
"MKD",2007,2.045,6.473,8.34e+09,1.01e+10,6.458306,0,0
"MKD",2008,2.049,5.472,9.91e+09,1.01e+10,13.22933,0,0
"MKD",2009,2.053,-.359,9.40e+09,1.01e+10,-.9475055,0,0
"MKD",2010,2.057,3.359,9.41e+09,1.01e+10,.1203664,0,0
"MKD",2011,2.06,2.34,1.07e+10,1.01e+10,.2787478,0,0
"MKD",2012,2.062,-.456,9.75e+09,1.01e+10,3.922127,0,0
"MKD",2013,2.066,2.665,1.08e+10,1.01e+10,-1.767959,0,0
"MKD",2014,2.069,3.768,1.13e+10,1.01e+10,3.772339,0,0
"MKD",2015,2.073,3.2,1.01e+10,1.01e+10,7.274749,0,0
"MKD",2016,2.076,3.2,1.06e+10,1.01e+10,2.847064,0,0
"MKD",2017,2.08,3.3,1.12e+10,1.01e+10,1.40427,0,0
"MKD",2018,2.083,3.4,1.19e+10,1.01e+10,3.400043,0,0
"MKD",2019,2.087,3.6,1.27e+10,1.01e+10,3.599403,0,0
"MKD",2020,2.09,3.8,1.37e+10,1.01e+10,3.800032,0,0
"MLI",2005,11.941,6.135,5.50e+09,1.10e+10,,0,0
"MLI",2006,12.326,5.252,6.13e+09,1.10e+10,6.305807,0,0
"MLI",2007,12.726,4.298,7.16e+09,1.10e+10,2.725781,0,0
"MLI",2008,13.138,4.979,8.78e+09,1.10e+10,-9.293479,0,0
"MLI",2009,13.559,4.457,8.99e+09,1.10e+10,27.9829,0,0
"MLI",2010,13.986,5.819,9.44e+09,1.10e+10,-6.305935,0,0
"MLI",2011,14.417,2.733,1.07e+10,1.10e+10,11.82336,0,0
"MLI",2012,14.854,.024,1.04e+10,1.10e+10,-25.89596,0,0
"MLI",2013,15.302,1.694,1.11e+10,1.10e+10,29.28441,0,0
"MLI",2014,15.791,7.224,1.21e+10,1.10e+10,8.325718,0,0
"MLI",2015,16.295,4.974,1.10e+10,1.10e+10,17.00207,0,0
"MLI",2016,16.817,5.046,1.19e+10,1.10e+10,3.116316,0,0
"MLI",2017,17.355,4.989,1.29e+10,1.10e+10,4.537531,0,0
"MLI",2018,17.91,4.495,1.40e+10,1.10e+10,4.312251,0,0
"MLI",2019,18.483,4.534,1.50e+10,1.10e+10,6.066809,0,0
"MLI",2020,19.074,4.523,1.61e+10,1.10e+10,5.358829,0,0
"MLT",2005,.403,3.905,6.41e+09,9.20e+09,,1,1
"MLT",2006,.405,1.945,6.79e+09,9.20e+09,2.220397,1,1
"MLT",2007,.406,3.854,7.95e+09,9.20e+09,1.035928,1,1
"MLT",2008,.408,3.263,9.02e+09,9.20e+09,6.796706,1,1
"MLT",2009,.411,-2.477,8.55e+09,9.20e+09,-4.054111,1,1
"MLT",2010,.414,3.548,8.76e+09,9.20e+09,1.488211,1,1
"MLT",2011,.415,2.1,9.60e+09,9.20e+09,1.655064,1,1
"MLT",2012,.418,2.471,9.27e+09,9.20e+09,6.657755,1,1
"MLT",2013,.421,2.356,9.96e+09,9.20e+09,2.619889,1,1
"MLT",2014,.425,3.503,1.05e+10,9.20e+09,7.087285,1,1
"MLT",2015,.427,3.443,9.20e+09,9.20e+09,5.187629,1,1
"MLT",2016,.428,3.471,9.72e+09,9.20e+09,-.5495066,1,1
"MLT",2017,.429,2.955,1.03e+10,9.20e+09,.1066962,1,1
"MLT",2018,.431,2.843,1.10e+10,9.20e+09,1.207854,1,1
"MLT",2019,.431,2.697,1.16e+10,9.20e+09,2.103593,1,1
"MLT",2020,.432,2.578,1.24e+10,9.20e+09,2.297709,1,1
"MMR",2005,48.033,13.569,1.38e+10,6.58e+10,,0,0
"MMR",2006,48.338,13.076,1.67e+10,6.58e+10,27.26687,0,0
"MMR",2007,48.653,11.991,2.33e+10,6.58e+10,5.993539,0,0
"MMR",2008,48.983,3.6,3.46e+10,6.58e+10,-6.203597,0,0
"MMR",2009,49.334,5.144,3.81e+10,6.58e+10,17.006,0,0
"MMR",2010,49.708,5.345,4.96e+10,6.58e+10,13.71861,0,0
"MMR",2011,50.11,5.591,5.60e+10,6.58e+10,4.341422,0,0
"MMR",2012,50.537,7.333,5.56e+10,6.58e+10,61.29811,0,0
"MMR",2013,50.979,8.428,5.67e+10,6.58e+10,8.660192,0,0
"MMR",2014,51.419,8.465,6.31e+10,6.58e+10,26.55036,0,0
"MMR",2015,51.846,8.499,6.58e+10,6.58e+10,-5.143792,0,0
"MMR",2016,52.254,8.397,7.13e+10,6.58e+10,6.825613,0,0
"MMR",2017,52.645,8.339,7.90e+10,6.58e+10,8.741565,0,0
"MMR",2018,53.019,7.952,8.75e+10,6.58e+10,10.56218,0,0
"MMR",2019,53.378,7.673,9.64e+10,6.58e+10,9.420857,0,0
"MMR",2020,53.722,7.7,1.06e+11,6.58e+10,8.634107,0,0
"MNE",2005,.616,4.2,2.26e+09,3.98e+09,,0,0
"MNE",2006,.616,8.6,2.70e+09,3.98e+09,18.85348,0,0
"MNE",2007,.616,10.7,3.67e+09,3.98e+09,13.55758,0,0
"MNE",2008,.617,6.9,4.54e+09,3.98e+09,28.74809,0,0
"MNE",2009,.618,-5.7,4.15e+09,3.98e+09,-12.62219,0,0
"MNE",2010,.619,2.464,4.12e+09,3.98e+09,-1.730848,0,0
"MNE",2011,.621,3.228,4.50e+09,3.98e+09,-3.017325,0,0
"MNE",2012,.622,-2.546,4.05e+09,3.98e+09,3.684381,0,0
"MNE",2013,.623,3.338,4.42e+09,3.98e+09,5.319844,0,0
"MNE",2014,.624,1.494,4.55e+09,3.98e+09,-1.595202,0,0
"MNE",2015,.625,3.237,3.98e+09,3.98e+09,18.80762,0,0
"MNE",2016,.627,4.927,4.25e+09,3.98e+09,3.459125,0,0
"MNE",2017,.628,2.783,4.48e+09,3.98e+09,.1316462,0,0
"MNE",2018,.629,2.876,4.73e+09,3.98e+09,-8.622054,0,0
"MNE",2019,.63,1.606,4.93e+09,3.98e+09,-1.857986,0,0
"MNE",2020,.631,3.306,5.25e+09,3.98e+09,3.076535,0,0
"MNG",2005,2.548,6.507,2.93e+09,1.24e+10,,0,0
"MNG",2006,2.579,8.163,4.08e+09,1.24e+10,9.589452,0,0
"MNG",2007,2.615,8.757,5.37e+09,1.24e+10,37.97537,0,0
"MNG",2008,2.659,7.819,8.08e+09,1.24e+10,1.0803,0,0
"MNG",2009,2.71,-2.069,5.98e+09,1.24e+10,2.035338,0,0
"MNG",2010,2.755,7.313,7.19e+09,1.24e+10,24.61018,0,0
"MNG",2011,2.786,17.291,1.04e+10,1.24e+10,40.90244,0,0
"MNG",2012,2.84,12.32,1.23e+10,1.24e+10,15.20589,0,0
"MNG",2013,2.882,11.649,1.26e+10,1.24e+10,15.06956,0,0
"MNG",2014,2.925,7.763,1.20e+10,1.24e+10,4.35785,0,0
"MNG",2015,2.969,3.458,1.24e+10,1.24e+10,-9.846647,0,0
"MNG",2016,3.014,3.599,1.30e+10,1.24e+10,-1.399,0,0
"MNG",2017,3.059,3.669,1.37e+10,1.24e+10,-.2105392,0,0
"MNG",2018,3.105,6.204,1.48e+10,1.24e+10,2.776184,0,0
"MNG",2019,3.152,6.569,1.61e+10,1.24e+10,3.19422,0,0
"MNG",2020,3.199,9.147,1.79e+10,1.24e+10,10.20524,0,0
"MOZ",2005,21.01,7.737,7.59e+09,1.70e+10,,0,0
"MOZ",2006,21.587,9.1,8.30e+09,1.70e+10,29.01591,0,0
"MOZ",2007,22.171,7.444,9.29e+09,1.70e+10,12.72677,0,0
"MOZ",2008,22.763,5.776,1.11e+10,1.70e+10,7.261775,0,0
"MOZ",2009,23.361,6.477,1.11e+10,1.70e+10,25.35221,0,0
"MOZ",2010,23.967,7.117,1.05e+10,1.70e+10,9.359746,0,0
"MOZ",2011,24.581,7.436,1.32e+10,1.70e+10,14.28083,0,0
"MOZ",2012,25.203,7.078,1.49e+10,1.70e+10,5.328968,0,0
"MOZ",2013,25.834,7.444,1.56e+10,1.70e+10,19.50034,0,0
"MOZ",2014,26.491,7.373,1.67e+10,1.70e+10,32.83169,0,0
"MOZ",2015,27.122,7,1.70e+10,1.70e+10,-8.462435,0,0
"MOZ",2016,27.808,8.2,1.90e+10,1.70e+10,.3785382,0,0
"MOZ",2017,28.494,7.9,2.12e+10,1.70e+10,7.81194,0,0
"MOZ",2018,29.181,8,2.37e+10,1.70e+10,7.590798,0,0
"MOZ",2019,29.867,7.9,2.65e+10,1.70e+10,3.082819,0,0
"MOZ",2020,30.553,17.559,3.22e+10,1.70e+10,12.99392,0,0
"MRT",2005,3.047,8.969,2.18e+09,4.68e+09,,0,0
"MRT",2006,2.953,18.869,3.11e+09,4.68e+09,1.549019,0,0
"MRT",2007,3.036,2.818,3.34e+09,4.68e+09,6.880842,0,0
"MRT",2008,3.119,1.08,3.98e+09,4.68e+09,1.630772,0,0
"MRT",2009,3.202,-1.042,3.67e+09,4.68e+09,-8.255238,0,0
"MRT",2010,3.285,4.774,4.34e+09,4.68e+09,-.7431066,0,0
"MRT",2011,3.369,4.385,5.14e+09,4.68e+09,4.466619,0,0
"MRT",2012,3.454,5.969,4.84e+09,4.68e+09,40.93153,0,0
"MRT",2013,3.537,5.469,5.16e+09,4.68e+09,.6677199,0,0
"MRT",2014,3.621,6.882,5.08e+09,4.68e+09,17.00155,0,0
"MRT",2015,3.706,4.132,4.68e+09,4.68e+09,3.668697,0,0
"MRT",2016,3.794,6.378,4.79e+09,4.68e+09,7.344131,0,0
"MRT",2017,3.881,5.275,5.14e+09,4.68e+09,2.834458,0,0
"MRT",2018,3.97,4.388,5.51e+09,4.68e+09,2.334266,0,0
"MRT",2019,4.058,4.935,5.92e+09,4.68e+09,3.105356,0,0
"MRT",2020,4.147,4.025,6.29e+09,4.68e+09,1.772691,0,0
"MUS",2005,1.228,1.453,6.25e+09,1.16e+10,,0,0
"MUS",2006,1.234,4.514,6.26e+09,1.16e+10,.5964028,0,0
"MUS",2007,1.24,5.891,8.40e+09,1.16e+10,3.043702,0,0
"MUS",2008,1.244,5.511,8.55e+09,1.16e+10,10.21144,0,0
"MUS",2009,1.247,3.049,9.64e+09,1.16e+10,13.86101,0,0
"MUS",2010,1.25,4.1,9.79e+09,1.16e+10,-.8488876,0,0
"MUS",2011,1.252,3.886,1.10e+10,1.16e+10,2.015702,0,0
"MUS",2012,1.256,3.229,1.12e+10,1.16e+10,-2.352762,0,0
"MUS",2013,1.259,3.186,1.19e+10,1.16e+10,10.09913,0,0
"MUS",2014,1.259,3.617,1.26e+10,1.16e+10,-.456464,0,0
"MUS",2015,1.259,3.159,1.16e+10,1.16e+10,18.26713,0,0
"MUS",2016,1.259,3.776,1.21e+10,1.16e+10,-3.368908,0,0
"MUS",2017,1.26,3.559,1.29e+10,1.16e+10,2.897386,0,0
"MUS",2018,1.26,3.61,1.37e+10,1.16e+10,1.25918,0,0
"MUS",2019,1.26,3.621,1.45e+10,1.16e+10,2.649612,0,0
"MUS",2020,1.26,3.611,1.55e+10,1.16e+10,2.640743,0,0
"MWI",2005,13.654,3.269,3.66e+09,6.39e+09,,0,0
"MWI",2006,14.043,4.7,4.00e+09,6.39e+09,7.068079,0,0
"MWI",2007,14.439,9.6,4.43e+09,6.39e+09,27.81011,0,0
"MWI",2008,14.846,7.64,5.32e+09,6.39e+09,7.209643,0,0
"MWI",2009,15.274,8.328,6.20e+09,6.39e+09,5.402467,0,0
"MWI",2010,15.714,6.874,6.96e+09,6.39e+09,3.164798,0,0
"MWI",2011,16.166,4.854,7.98e+09,6.39e+09,-9.030002,0,0
"MWI",2012,16.632,1.886,5.98e+09,6.39e+09,14.43917,0,0
"MWI",2013,17.111,5.2,5.43e+09,6.39e+09,17.1657,0,0
"MWI",2014,17.604,5.7,6.06e+09,6.39e+09,-9.130563,0,0
"MWI",2015,18.111,3.978,6.39e+09,6.39e+09,12.77692,0,0
"MWI",2016,18.632,5,6.15e+09,6.39e+09,-3.240479,0,0
"MWI",2017,19.169,5.3,6.49e+09,6.39e+09,11.78027,0,0
"MWI",2018,19.721,5.5,6.90e+09,6.39e+09,5.140272,0,0
"MWI",2019,20.289,6,7.37e+09,6.39e+09,2.190778,0,0
"MWI",2020,20.873,6,7.91e+09,6.39e+09,14.97536,0,0
"MYS",2005,26.477,4.976,1.48e+11,3.13e+11,,0,0
"MYS",2006,26.832,5.584,1.68e+11,3.13e+11,10.04469,0,0
"MYS",2007,27.1,6.299,2.00e+11,3.13e+11,7.604856,0,0
"MYS",2008,27.6,4.832,2.39e+11,3.13e+11,9.008878,0,0
"MYS",2009,28.082,-1.514,2.09e+11,3.13e+11,13.00735,0,0
"MYS",2010,28.589,7.528,2.55e+11,3.13e+11,-7.387608,0,0
"MYS",2011,29.062,5.294,2.98e+11,3.13e+11,7.20716,0,0
"MYS",2012,29.518,5.473,3.14e+11,3.13e+11,10.56145,0,0
"MYS",2013,29.948,4.713,3.23e+11,3.13e+11,3.163559,0,0
"MYS",2014,30.6,5.993,3.38e+11,3.13e+11,.6600441,0,0
"MYS",2015,31.12,4.7,3.13e+11,3.13e+11,-.3649257,0,0
"MYS",2016,31.649,4.5,3.51e+11,3.13e+11,2.266761,0,0
"MYS",2017,32.187,5,3.92e+11,3.13e+11,2.990314,0,0
"MYS",2018,32.734,5,4.37e+11,3.13e+11,4.854285,0,0
"MYS",2019,33.291,5,4.88e+11,3.13e+11,5.167953,0,0
"MYS",2020,33.857,5,5.44e+11,3.13e+11,2.700349,0,0
"NAM",2005,1.957,4.67,7.26e+09,1.29e+10,,0,0
"NAM",2006,1.992,3.948,7.98e+09,1.29e+10,-1.663014,0,0
"NAM",2007,1.991,3.646,8.74e+09,1.29e+10,1.372609,0,0
"NAM",2008,2.021,2.647,8.49e+09,1.29e+10,11.36108,0,0
"NAM",2009,2.051,.296,8.88e+09,1.29e+10,13.95631,0,0
"NAM",2010,2.082,6.04,1.13e+10,1.29e+10,10.21522,0,0
"NAM",2011,2.113,5.121,1.24e+10,1.29e+10,21.7085,0,0
"NAM",2012,2.143,5.147,1.30e+10,1.29e+10,-3.843821,0,0
"NAM",2013,2.173,5.117,1.29e+10,1.29e+10,7.950471,0,0
"NAM",2014,2.203,4.461,1.36e+10,1.29e+10,10.45118,0,0
"NAM",2015,2.221,4.778,1.29e+10,1.29e+10,9.019403,0,0
"NAM",2016,2.24,5.034,1.37e+10,1.29e+10,1.030593,0,0
"NAM",2017,2.258,6.242,1.49e+10,1.29e+10,-2.448616,0,0
"NAM",2018,2.277,5.807,1.62e+10,1.29e+10,-2.876745,0,0
"NAM",2019,2.296,4.477,1.74e+10,1.29e+10,-1.737745,0,0
"NAM",2020,2.315,4.356,1.87e+10,1.29e+10,.5728381,0,0
"NER",2005,12.792,8.416,3.37e+09,7.12e+09,,0,0
"NER",2006,13.248,5.807,3.65e+09,7.12e+09,3.556829,0,0
"NER",2007,13.716,3.166,4.29e+09,7.12e+09,21.11641,0,0
"NER",2008,14.198,9.65,5.43e+09,7.12e+09,7.091712,0,0
"NER",2009,14.693,-.712,5.41e+09,7.12e+09,4.938778,0,0
"NER",2010,15.148,8.36,5.73e+09,7.12e+09,-6.623654,0,0
"NER",2011,15.618,2.21,6.42e+09,7.12e+09,-3.838993,0,0
"NER",2012,16.102,11.848,7.01e+09,7.12e+09,28.78348,0,0
"NER",2013,16.601,4.583,7.50e+09,7.12e+09,30.26027,0,0
"NER",2014,17.116,6.902,8.02e+09,7.12e+09,22.58539,0,0
"NER",2015,17.647,4.294,7.12e+09,7.12e+09,3.272349,0,0
"NER",2016,18.194,5.437,7.65e+09,7.12e+09,-3.381665,0,0
"NER",2017,18.758,8.081,8.48e+09,7.12e+09,3.368038,0,0
"NER",2018,19.339,7.584,9.38e+09,7.12e+09,4.176877,0,0
"NER",2019,19.939,7.457,1.03e+10,7.12e+09,5.490458,0,0
"NER",2020,20.557,9.015,1.14e+10,7.12e+09,8.482725,0,0
"NGA",2005,136.253,8.677,1.65e+11,4.93e+11,,0,0
"NGA",2006,140.004,8.327,2.18e+11,4.93e+11,-30.2469,0,0
"NGA",2007,143.854,9.061,2.57e+11,4.93e+11,61.20105,0,0
"NGA",2008,147.81,8.014,3.25e+11,4.93e+11,-14.99764,0,0
"NGA",2009,151.874,8.971,2.70e+11,4.93e+11,27.29047,0,0
"NGA",2010,156.051,9.969,3.74e+11,4.93e+11,6.377212,0,0
"NGA",2011,160.342,4.887,4.19e+11,4.93e+11,9.142909,0,0
"NGA",2012,164.752,4.279,4.67e+11,4.93e+11,-15.53305,0,0
"NGA",2013,169.282,5.394,5.22e+11,4.93e+11,.2972806,0,0
"NGA",2014,173.938,6.31,5.74e+11,4.93e+11,-.6438725,0,0
"NGA",2015,178.721,3.957,4.93e+11,4.93e+11,-5.657826,0,0
"NGA",2016,183.636,4.285,4.85e+11,4.93e+11,-1.15544,0,0
"NGA",2017,188.686,4.537,5.09e+11,4.93e+11,10.02326,0,0
"NGA",2018,193.875,4.718,5.35e+11,4.93e+11,6.646105,0,0
"NGA",2019,199.206,4.915,5.65e+11,4.93e+11,4.201119,0,0
"NGA",2020,204.684,5.102,5.95e+11,4.93e+11,6.964633,0,0
"NIC",2005,5.45,4.282,6.32e+09,1.23e+10,,0,0
"NIC",2006,5.638,4.152,6.79e+09,1.23e+10,-7.167372,0,0
"NIC",2007,5.708,5.288,7.46e+09,1.23e+10,5.291658,0,0
"NIC",2008,5.779,2.852,8.49e+09,1.23e+10,5.344749,0,0
"NIC",2009,5.85,-2.759,8.38e+09,1.23e+10,1.110007,0,0
"NIC",2010,5.923,3.191,8.74e+09,1.23e+10,2.29333,0,0
"NIC",2011,5.997,6.232,9.76e+09,1.23e+10,10.83127,0,0
"NIC",2012,6.071,5.132,1.05e+10,1.23e+10,8.870837,0,0
"NIC",2013,6.134,4.511,1.09e+10,1.23e+10,6.580757,0,0
"NIC",2014,6.198,4.703,1.18e+10,1.23e+10,5.268675,0,0
"NIC",2015,6.27,4,1.23e+10,1.23e+10,5.249351,0,0
"NIC",2016,6.342,4.25,1.31e+10,1.23e+10,6.626464,0,0
"NIC",2017,6.413,4,1.39e+10,1.23e+10,1.855984,0,0
"NIC",2018,6.484,4,1.47e+10,1.23e+10,4.367326,0,0
"NIC",2019,6.556,4,1.56e+10,1.23e+10,4.820601,0,0
"NIC",2020,6.631,4,1.65e+10,1.23e+10,4.579334,0,0
"NLD",2005,16.32,2.156,6.80e+11,7.51e+11,,1,1
"NLD",2006,16.346,3.52,7.27e+11,7.51e+11,5.291695,1,1
"NLD",2007,16.382,3.696,8.41e+11,7.51e+11,2.278074,1,1
"NLD",2008,16.446,1.708,9.41e+11,7.51e+11,4.37535,1,1
"NLD",2009,16.53,-3.773,8.60e+11,7.51e+11,6.421411,1,1
"NLD",2010,16.615,1.401,8.38e+11,7.51e+11,1.46017,1,1
"NLD",2011,16.693,1.664,8.95e+11,7.51e+11,-.8561853,1,1
"NLD",2012,16.755,-1.057,8.29e+11,7.51e+11,-.8230581,1,1
"NLD",2013,16.804,-.494,8.64e+11,7.51e+11,-2.417899,1,1
"NLD",2014,16.864,1.013,8.81e+11,7.51e+11,.7264261,1,1
"NLD",2015,16.935,1.797,7.51e+11,7.51e+11,-1.774851,1,1
"NLD",2016,17.01,1.865,7.83e+11,7.51e+11,-.082666,1,1
"NLD",2017,17.046,1.939,8.18e+11,7.51e+11,1.120122,1,1
"NLD",2018,17.083,1.863,8.56e+11,7.51e+11,1.045026,1,1
"NLD",2019,17.118,1.955,8.93e+11,7.51e+11,1.135721,1,1
"NLD",2020,17.12,2.123,9.41e+11,7.51e+11,1.30289,1,1
"NOR",2005,4.632,2.625,3.09e+11,3.98e+11,,1,0
"NOR",2006,4.672,2.395,3.45e+11,3.98e+11,-1.767267,1,0
"NOR",2007,4.722,2.93,4.01e+11,3.98e+11,3.282313,1,0
"NOR",2008,4.787,.384,4.62e+11,3.98e+11,-.9496413,1,0
"NOR",2009,4.843,-1.623,3.86e+11,3.98e+11,13.78751,1,0
"NOR",2010,4.908,.602,4.29e+11,3.98e+11,-1.512878,1,0
"NOR",2011,4.973,.969,4.98e+11,3.98e+11,-1.527401,1,0
"NOR",2012,5.038,2.749,5.10e+11,3.98e+11,.9072672,1,0
"NOR",2013,5.096,.742,5.22e+11,3.98e+11,3.359283,1,0
"NOR",2014,5.156,2.209,5.00e+11,3.98e+11,5.881263,1,0
"NOR",2015,5.213,.871,3.98e+11,3.98e+11,7.612775,1,0
"NOR",2016,5.271,1.262,3.95e+11,3.98e+11,-1.70735,1,0
"NOR",2017,5.328,1.624,4.15e+11,3.98e+11,1.53551,1,0
"NOR",2018,5.387,1.912,4.36e+11,3.98e+11,1.384666,1,0
"NOR",2019,5.446,2.016,4.53e+11,3.98e+11,2.090087,1,0
"NOR",2020,5.506,2.032,4.71e+11,3.98e+11,2.6408,1,0
"NPL",2005,25.292,3.479,8.18e+09,2.14e+10,,0,0
"NPL",2006,25.634,3.365,9.04e+09,2.14e+10,-4.195935,0,0
"NPL",2007,25.95,3.412,1.03e+10,2.14e+10,21.35368,0,0
"NPL",2008,26.249,6.105,1.25e+10,2.14e+10,8.896277,0,0
"NPL",2009,26.545,4.533,1.29e+10,2.14e+10,32.04029,0,0
"NPL",2010,26.846,4.816,1.60e+10,2.14e+10,1.48574,0,0
"NPL",2011,27.156,3.422,1.90e+10,2.14e+10,2.728601,0,0
"NPL",2012,27.474,4.781,1.89e+10,2.14e+10,8.441605,0,0
"NPL",2013,27.79,4.129,1.93e+10,2.14e+10,-7.148868,0,0
"NPL",2014,28.109,5.381,1.98e+10,2.14e+10,14.08757,0,0
"NPL",2015,28.432,3.363,2.14e+10,2.14e+10,7.962275,0,0
"NPL",2016,28.758,4.388,2.41e+10,2.14e+10,28.44392,0,0
"NPL",2017,29.088,5.359,2.64e+10,2.14e+10,5.156465,0,0
"NPL",2018,29.422,3.923,2.86e+10,2.14e+10,2.286317,0,0
"NPL",2019,29.76,3.798,3.03e+10,2.14e+10,-1.701994,0,0
