start,end,iso3,FiveYrSD,FiveYrAverageGDPgrowth
1998,2002,SUR,2.4731407,1.8954957
1999,2003,SUR,3.0550394,2.7846863
2000,2004,SUR,3.3665757,4.8101044
2001,2005,SUR,2.0787747,5.7379847
2002,2006,SUR,2.2008159,5.5957966
2003,2007,SUR,2.1093817,5.7581053
2004,2008,SUR,2.2161193,5.3847556
2005,2009,SUR,.78843576,4.1362891
2006,2010,SUR,.9043473,4.2535982
2007,2011,SUR,.96479487,4.5386128
2008,2012,SUR,1.0858185,4.1305428
2009,2013,SUR,1.2294536,3.8694098
2010,2014,SUR,1.5121622,3.635252
2011,2015,SUR,1.4434791,3.2547495
1997,2001,SVK,2.4463191,2.8801854
1998,2002,SVK,1.9999728,2.5712349
1999,2003,SVK,2.3257568,2.8526156
2000,2004,SVK,1.7396961,3.9453976
2001,2005,SVK,1.1462189,4.9828196
2002,2006,SVK,1.5332621,6.0166283
2003,2007,SVK,2.3672721,7.2789574
2004,2008,SVK,2.323204,7.3257585
2005,2009,SVK,6.294466,5.1757274
2006,2010,SVK,6.2580295,4.9126439
2007,2011,SVK,5.9540811,3.7839162
2008,2012,SVK,4.4683719,1.9217016
2009,2013,SVK,3.9566059,1.0767435
2010,2014,SVK,1.4769602,2.6793935
2011,2015,SVK,.70964533,2.0787749
1997,2001,SVN,1.0467587,4.1558332
1998,2002,SVN,.89991039,3.9002154
1999,2003,SVN,.9927085,3.8115134
2000,2004,SVN,.69347721,3.6269996
2001,2005,SVN,.6672911,3.5965087
2002,2006,SVN,1.0171864,4.1378412
2003,2007,SVN,1.5795871,4.7589045
2004,2008,SVN,1.4484683,4.8505149
2005,2009,SVN,5.8862224,2.4206998
2006,2010,SVN,5.8300276,1.8676533
2007,2011,SVN,5.4331412,.86632258
2008,2012,SVN,4.3403177,-1.0656639
2009,2013,SVN,3.6226661,-1.9372456
2010,2014,SVN,2.2071025,.23187853
2011,2015,SVN,2.4644454,-.019590482
1997,2001,SWE,1.3401088,3.5912249
1998,2002,SWE,1.4893742,3.425844
1999,2003,SWE,1.4692979,3.0576336
2000,2004,SWE,1.4189037,3.0157089
2001,2005,SWE,1.0488346,2.6323175
2002,2006,SWE,1.175929,3.2572608
2003,2007,SWE,.97434974,3.5235353
2004,2008,SWE,2.0869839,2.9349775
2005,2009,SWE,3.9799821,1.0339398
2006,2010,SWE,4.5474811,1.6680591
2007,2011,SWE,4.2945065,1.2633153
2008,2012,SWE,4.1491213,.52506143
2009,2013,SWE,4.1096225,.88471192
2010,2014,SWE,2.3191247,2.3880103
2011,2015,SWE,1.329801,1.4877813
1997,2001,SWZ,.82995206,2.3151543
1998,2002,SWZ,.71986699,2.050034
1999,2003,SWZ,.66624755,1.977245
2000,2004,SWZ,.65020287,1.9684069
2001,2005,SWZ,.66965604,2.1090381
2002,2006,SWZ,.59025759,2.5379748
2003,2007,SWZ,.53648239,2.8832643
2004,2008,SWZ,.49846405,2.9099493
2005,2009,SWZ,.89434832,2.5786824
2006,2010,SWZ,.9835937,2.4221799
2007,2011,SWZ,.93719846,2.027102
2008,2012,SWZ,.7564047,1.9318694
2009,2013,SWZ,.87494534,2.0469944
2010,2014,SWZ,.75864649,2.286999
2011,2015,SWZ,.78376383,2.4385445
1997,2001,SYC,5.7526622,4.2960277
1998,2002,SYC,3.8733459,2.1462824
1999,2003,SYC,3.3373485,-.71182269
2000,2004,SYC,3.0817537,-1.6563147
2001,2005,SYC,5.7094517,-.15803027
2002,2006,SYC,6.8943334,2.1774278
2003,2007,SYC,7.7484312,4.0183969
2004,2008,SYC,6.6550379,4.7677193
2005,2009,SYC,6.1852283,5.116374
2006,2010,SYC,5.8462615,4.5043077
2007,2011,SYC,5.5615907,4.2020235
2008,2012,SYC,4.5998645,3.3264456
2009,2013,SYC,3.5444803,5.0790567
2010,2014,SYC,1.671855,5.9636512
2011,2015,SYC,1.930456,5.9682064
1997,2001,SYR,3.8475733,2.5054815
1998,2002,SYR,4.0889587,3.3254817
1999,2003,SYR,3.8292463,2.1780288
2000,2004,SYR,2.5613234,4.2687602
2001,2005,SYR,2.5125909,4.9601884
2002,2006,SYR,2.5093825,4.9200001
2003,2007,SYR,2.4913852,4.8800001
2004,2008,SYR,.80208069,5.9499998
2005,2009,SYR,.60277128,5.6333332
2006,2010,SYR,.49497461,5.3499999
1997,2001,TCD,5.3472962,4.5401149
1998,2002,TCD,5.6377172,5.1076784
1999,2003,TCD,7.142993,6.661696
2000,2004,TCD,12.668236,13.52414
2001,2005,TCD,9.7805119,17.166584
2002,2006,TCD,12.256653,14.964609
2003,2007,TCD,13.136561,13.920667
2004,2008,TCD,13.968851,11.586871
2005,2009,TCD,6.6320972,5.7045364
2006,2010,TCD,4.9854813,4.94805
2007,2011,TCD,5.1121902,4.8349714
2008,2012,TCD,5.2957478,5.9571867
2009,2013,TCD,5.0598464,6.486649
2010,2014,TCD,4.8995266,7.1031098
2011,2015,TCD,3.8326154,5.4913621
1997,2001,TGO,6.9263692,2.4297934
1998,2002,TGO,1.8421465,-.63011241
1999,2003,TGO,2.803915,.82074243
2000,2004,TGO,2.7544572,.74820518
2001,2005,TGO,2.6180866,1.1409825
2002,2006,TGO,2.3335903,2.2768264
2003,2007,TGO,1.5398976,2.9193473
2004,2008,TGO,1.0411246,2.3735638
2005,2009,TGO,1.1375465,2.6518102
2006,2010,TGO,.89886785,3.2148645
2007,2011,TGO,1.1376909,3.3811347
2008,2012,TGO,1.3938897,4.1055422
2009,2013,TGO,.94716561,4.6839705
2010,2014,TGO,.75740898,5.1236887
2011,2015,TGO,.48448107,5.4056911
1997,2001,THA,5.4223742,.41697878
1998,2002,THA,5.5803218,2.1974728
1999,2003,THA,1.4900779,5.1620855
2000,2004,THA,1.517766,5.5054836
2001,2005,THA,1.5679771,5.4519153
2002,2006,THA,1.1804026,5.75665
2003,2007,THA,1.1641582,5.6138926
2004,2008,THA,1.7383199,4.5211601
2005,2009,THA,2.5857837,3.1156464
2006,2010,THA,3.2662661,3.7794216
2007,2011,THA,3.4102955,2.9525747
2008,2012,THA,3.8322499,3.3301365
2009,2013,THA,3.7485497,3.5468836
2010,2014,THA,3.3361013,3.8676724
2011,2015,THA,3.0531425,2.9579127
1997,2001,TJK,3.4304514,5.8399997
1998,2002,TJK,3.0810711,7.6599998
1999,2003,TJK,3.0438464,8.7999992
2000,2004,TJK,1.0709816,10.12
2001,2005,TJK,1.7649363,9.8000002
2002,2006,TJK,2.1267347,9.1599998
2003,2007,TJK,1.9654517,8.5600004
2004,2008,TJK,1.4152739,7.9400001
2005,2009,TJK,1.6682327,6.6399999
2006,2010,TJK,1.6688319,6.5999999
2007,2011,TJK,1.7020576,6.6800003
2008,2012,TJK,1.6574076,6.6199999
2009,2013,TJK,1.5738488,6.52
2010,2014,TJK,.46384266,7.0998502
2011,2015,TJK,.37005618,7.2498126
1997,2001,TKM,10.055919,4.4025817
1998,2002,TKM,6.016037,6.7340178
1999,2003,TKM,6.1989684,5.9677839
2000,2004,TKM,2.0777955,3.6678653
2001,2005,TKM,4.7540359,5.1821251
2002,2006,TKM,5.3477359,6.5067749
2003,2007,TKM,4.2639184,8.6671991
2004,2008,TKM,3.6677976,10.952605
2005,2009,TKM,3.2269654,11.173215
2006,2010,TKM,3.1271462,10.404703
2007,2011,TKM,3.6897805,11.151154
2008,2012,TKM,3.6895647,11.159661
2009,2013,TKM,3.1154947,10.260491
2010,2014,TKM,2.122714,11.099797
2011,2015,TKM,2.1214533,11.575294
1997,2001,TLS,.80520171,16.936272
1998,2002,TLS,13.627164,9.0754948
1999,2003,TLS,12.500079,6.2271504
2000,2004,TLS,11.123383,5.0834155
2001,2005,TLS,8.89604,2.8301806
2002,2006,TLS,5.2155356,-1.586058
2003,2007,TLS,6.8484993,2.0327158
2004,2008,TLS,8.0954323,5.3361712
2005,2009,TLS,8.1544857,7.8270688
2006,2010,TLS,8.1221666,8.452713
2007,2011,TLS,2.1131554,11.501352
2008,2012,TLS,3.1291304,10.482562
2009,2013,TLS,3.8355494,8.1941528
2010,2014,TLS,2.7576632,7.0022764
2011,2015,TLS,2.7943335,6.4109249
1997,2001,TON,1.6336956,2.6881125
1998,2002,TON,.42951009,3.397651
1999,2003,TON,.6622352,3.2851963
2000,2004,TON,1.2052069,2.6616933
2001,2005,TON,1.2085143,2.3031669
2002,2006,TON,1.6731737,1.3676088
2003,2007,TON,2.7161996,-.22983566
2004,2008,TON,2.7844775,-.16989385
2005,2009,TON,2.8164604,-.10281698
2006,2010,TON,3.3833203,.41487983
2007,2011,TON,3.3249941,1.033905
2008,2012,TON,1.3968092,2.057519
2009,2013,TON,2.4889822,1.031161
2010,2014,TON,2.5394692,1.2400373
2011,2015,TON,2.2432346,.5086239
1997,2001,TTO,1.6615283,7.111311
1998,2002,TTO,1.686713,7.1612506
1999,2003,TTO,3.7236655,8.426198
2000,2004,TTO,3.7258329,8.4112186
2001,2005,TTO,3.8498454,8.1410341
2002,2006,TTO,3.6338627,9.9488745
2003,2007,TTO,4.2932534,9.312438
2004,2008,TTO,3.8102984,7.1022911
2005,2009,TTO,6.3041158,4.6343255
2006,2010,TTO,6.5362625,3.3736815
2007,2011,TTO,3.5596886,.73364872
2008,2012,TTO,2.8558934,.056083329
2009,2013,TTO,2.4390371,-.27411425
2010,2014,TTO,.81019062,.76725632
2011,2015,TTO,.75269991,.98242646
1997,2001,TUN,.84817249,4.957077
1998,2002,TUN,1.7650025,4.1334009
1999,2003,TUN,1.7578691,4.1171308
2000,2004,TUN,1.8089128,4.1533623
2001,2005,TUN,1.797521,3.9086976
2002,2006,TUN,1.8891714,4.1982999
2003,2007,TUN,1.2756046,5.2757115
2004,2008,TUN,1.3429563,5.1827846
2005,2009,TUN,1.4700205,4.5443153
2006,2010,TUN,1.4656397,4.5492244
2007,2011,TUN,3.1492543,3.1168604
2008,2012,TUN,2.5665774,2.5937018
2009,2013,TUN,2.4173946,2.3249218
2010,2014,TUN,2.3964722,2.2553988
2011,2015,TUN,2.6458392,1.9414784
1997,2001,TUR,5.9347372,1.5195024
1998,2002,TUR,5.598062,1.2367377
1999,2003,TUR,5.888237,1.8281481
2000,2004,TUR,5.8327289,4.3737783
2001,2005,TUR,6.0418048,4.6992106
2002,2006,TUR,1.6606385,7.2174039
2003,2007,TUR,1.9981384,6.9183521
2004,2008,TUR,3.4704182,5.9970665
2005,2009,TUR,5.3319631,3.1593301
2006,2010,TUR,5.5248327,3.3103969
2007,2011,TUR,5.8819113,3.6862488
2008,2012,TUR,5.8855948,3.178025
2009,2013,TUR,5.7172203,3.8847592
2010,2014,TUR,3.3102791,5.4327626
2011,2015,TUR,2.9718008,4.5017152
1997,2001,TUV,7.5056176,4.9208322
1998,2002,TUV,7.2007527,4.4974222
1999,2003,TUV,4.378758,.73047078
2000,2004,TUV,4.3519802,.77279288
2001,2005,TUV,4.792357,.21096686
2002,2006,TUV,4.8349638,.31193301
2003,2007,TUV,4.2465229,.0048111677
2004,2008,TUV,4.9756646,2.2681708
2005,2009,TUV,5.6773143,1.6520367
2006,2010,TUV,5.4405909,1.862097
2007,2011,TUV,6.2006745,3.1249743
2008,2012,TUV,6.0096941,1.8897529
2009,2013,TUV,4.9685702,.55273819
2010,2014,TUV,4.1141567,1.8368864
2011,2015,TUV,3.725637,2.9784648
1997,2001,TZA,1.0090756,4.6011696
1998,2002,TZA,1.3070765,5.3288245
1999,2003,TZA,1.0740471,5.9643674
2000,2004,TZA,1.122461,6.5619507
2001,2005,TZA,.84950787,7.2098489
2002,2006,TZA,1.3746661,6.9423971
2003,2007,TZA,1.5401236,7.2025628
2004,2008,TZA,1.711429,6.9386363
2005,2009,TZA,1.7428397,6.4494462
2006,2010,TZA,1.4601301,6.086556
2007,2011,TZA,1.386976,6.7353435
2008,2012,TZA,1.1222935,6.0706697
2009,2013,TZA,1.1864102,6.4099627
2010,2014,TZA,1.0465958,6.7265201
2011,2015,TZA,1.1849766,6.8184285
1997,2001,UGA,1.7641068,5.2769566
1998,2002,UGA,2.3302233,6.0034938
1999,2003,UGA,2.2495897,6.3170924
2000,2004,UGA,2.0709493,6.067749
2001,2005,UGA,1.2873269,6.7058806
2002,2006,UGA,1.9153583,7.8260975
2003,2007,UGA,1.8825351,7.7620454
2004,2008,UGA,1.7615014,8.2091446
2005,2009,UGA,1.6826136,8.2979069
2006,2010,UGA,2.059957,8.0654621
2007,2011,UGA,1.7260506,7.8431582
2008,2012,UGA,2.2454953,7.0429249
2009,2013,UGA,2.5352032,5.9553218
2010,2014,UGA,2.4567885,5.4681678
2011,2015,UGA,2.8303335,5.5426235
1997,2001,UKR,5.2938643,2
1998,2002,UKR,4.5796289,3.6399999
1999,2003,UKR,3.8999999,5.9000001
2000,2004,UKR,2.8201065,8.3599997
2001,2005,UKR,3.7332292,7.7199998
2002,2006,UKR,3.6404672,7.3400002
2003,2007,UKR,3.4383135,7.8800001
2004,2008,UKR,4.063004,6.46
2005,2009,UKR,9.2396975,1.0800002
2006,2010,UKR,9.3293629,1.3800001
2007,2011,UKR,9.0389709,.95999998
2008,2012,UKR,8.1756954,-.5800001
2009,2013,UKR,8.0366659,-1.0400001
2010,2014,UKR,4.7273703,.55999827
2011,2015,UKR,4.9271393,-.35000211
1997,2001,URY,5.2443824,1.07066
1998,2002,URY,4.432539,-2.1852779
1999,2003,URY,3.1555123,-2.9279993
2000,2004,URY,4.7991772,-1.5393246
2001,2005,URY,6.2316008,.33868787
2002,2006,URY,5.9024334,1.9272294
2003,2007,URY,2.5787091,4.7819328
2004,2008,URY,1.4491291,6.0561051
2005,2009,URY,1.6173396,5.9039717
2006,2010,URY,1.7048322,5.9726272
2007,2011,URY,1.4615419,6.1853385
2008,2012,URY,1.9064541,5.5416594
2009,2013,URY,1.6732973,5.1265025
2010,2014,URY,1.7999744,4.9774866
2011,2015,URY,.99621499,4.2710061
1997,2001,USA,1.558784,3.738059
1998,2002,USA,1.6962712,3.1978793
1999,2003,USA,1.5455375,2.8692524
2000,2004,USA,1.3167411,2.6893609
2001,2005,USA,1.1495535,2.539969
2002,2006,USA,.75568259,2.8780975
2003,2007,USA,.75841534,2.8765862
2004,2008,USA,1.6134921,2.2569067
2005,2009,USA,2.4895504,.9446522
2006,2010,USA,2.3138642,.78199315
2007,2011,USA,2.1394291,.56895888
2008,2012,USA,2.2280343,.67746174
2009,2013,USA,2.2379546,1.1796477
2010,2014,USA,.35990047,2.2123935
2011,2015,USA,.36078224,2.1325119
1997,2001,UZB,.5128352,4.3600001
1998,2002,UZB,.21679491,4.1199999
1999,2003,UZB,.20000002,4.0999999
2000,2004,UZB,1.6407315,4.7799997
2001,2005,UZB,1.781011,5.4200001
2002,2006,UZB,1.7896928,6.04
2003,2007,UZB,1.9086645,7.1399999
2004,2008,UZB,1.1911358,8.1838465
2005,2009,UZB,1.1636301,8.2638464
2006,2010,UZB,.92528403,8.5638466
2007,2011,UZB,.65132749,8.7638464
2008,2012,UZB,.53266084,8.5038462
2009,2013,UZB,.1923538,8.2200003
2010,2014,UZB,.1923538,8.2200003
2011,2015,UZB,.12909944,8.1499996
1997,2001,VCT,1.082329,2.7306156
1998,2002,VCT,1.9624358,3.2941141
1999,2003,VCT,2.8063107,4.0141745
2000,2004,VCT,2.7113383,4.3032475
2001,2005,VCT,2.5223629,4.473362
2002,2006,VCT,2.285229,5.6637993
2003,2007,VCT,3.9004743,4.0757308
2004,2008,VCT,3.696806,3.884167
2005,2009,VCT,4.5432539,2.6330979
2006,2010,VCT,5.283709,1.4624732
2007,2011,VCT,3.9913738,-.15457726
2008,2012,VCT,3.941602,.44492808
2009,2013,VCT,2.1791155,-.56746352
2010,2014,VCT,2.0341537,-.028168255
2011,2015,VCT,.93667769,.80606878
1997,2001,VEN,4.726089,1.5551418
1998,2002,VEN,5.6605349,-1.4901739
1999,2003,VEN,6.1497264,-3.100045
2000,2004,VEN,10.98573,1.7513678
2001,2005,VEN,11.657513,3.0775619
2002,2006,VEN,12.054707,4.3731446
2003,2007,VEN,9.5319719,7.8949666
2004,2008,VEN,4.7796078,10.501619
2005,2009,VEN,5.6172824,6.2038383
2006,2010,VEN,5.9284635,3.8424971
2007,2011,VEN,4.9460402,2.7033522
2008,2012,VEN,4.118093,2.0778508
2009,2013,VEN,3.7093549,1.2908765
2010,2014,VEN,3.9596307,1.131337
2011,2015,VEN,4.2478766,1.7863691
1997,2001,VNM,1.2540044,6.3340673
1998,2002,VNM,.7606563,5.9678144
1999,2003,VNM,.84893972,6.194736
2000,2004,VNM,.53305262,6.7473011
2001,2005,VNM,.64408755,6.8992872
2002,2006,VNM,.51071692,7.0562997
2003,2007,VNM,.30698663,7.2180362
2004,2008,VNM,.77314329,6.9705777
2005,2009,VNM,.9525637,6.5428753
2006,2010,VNM,.77174795,6.3180733
2007,2011,VNM,.67899895,6.1705427
2008,2012,VNM,.51679671,5.7941155
2009,2013,VNM,.54264355,5.7461376
2010,2014,VNM,.51097184,5.8632894
2011,2015,VNM,.46634755,5.7233019
1997,2001,VUT,3.9139595,2.3966062
1998,2002,VUT,4.7752576,.39171454
1999,2003,VUT,4.7736144,.3901076
2000,2004,VUT,5.0349665,1.120101
2001,2005,VUT,4.8929443,.99626243
2002,2006,VUT,5.0703597,3.3865497
2003,2007,VUT,1.7789783,5.4439287
2004,2008,VUT,1.6893589,5.8749466
2005,2009,VUT,1.8918988,5.7405591
2006,2010,VUT,2.6613185,5.005805
2007,2011,VUT,2.2474432,3.5578642
2008,2012,VUT,2.1504278,2.8736789
2009,2013,VUT,.79421043,1.9778038
2010,2014,VUT,.40126428,1.7761101
2011,2015,VUT,.45351604,1.8128672
1997,2001,WSM,2.9465818,3.7764611
1998,2002,WSM,2.3715348,4.5165753
1999,2003,WSM,2.0018392,4.9806938
2000,2004,WSM,1.3371811,5.4686065
2001,2005,WSM,1.1450727,4.9161468
2002,2006,WSM,1.1061708,3.9219553
2003,2007,WSM,1.5569702,4.3176847
2004,2008,WSM,2.1298687,3.6164062
2005,2009,WSM,4.1924329,1.7297512
2006,2010,WSM,3.9773209,.99428457
2007,2011,WSM,4.5270963,1.7478795
2008,2012,WSM,3.736294,.57121938
2009,2013,WSM,3.878854,-.016897762
2010,2014,WSM,2.805603,1.1839862
2011,2015,WSM,3.2075253,1.360193
1997,2001,YEM,1.1612881,4.9997797
1998,2002,YEM,1.2387744,4.7406034
1999,2003,YEM,1.0607585,4.2887444
2000,2004,YEM,1.0403794,4.3281775
2001,2005,YEM,.77784365,4.210144
2002,2006,YEM,.902188,4.0834966
2003,2007,YEM,.96406466,3.9641361
2004,2008,YEM,.95642245,4.0175343
2005,2009,YEM,.95727056,4.0499625
2006,2010,YEM,.44453463,3.5951059
2007,2011,YEM,8.4113979,-.05665455
2008,2012,YEM,8.3323517,-.23036447
2009,2013,YEM,8.3505697,-.20210119
2010,2014,YEM,9.2270746,-1.2863359
2011,2015,YEM,10.657315,-2.8209364
1997,2001,ZAF,1.3179529,2.48
1998,2002,ZAF,1.4301003,2.7000749
1999,2003,ZAF,.74209601,3.1898899
2000,2004,ZAF,.79259038,3.6208019
2001,2005,ZAF,1.0826453,3.8362124
2002,2006,ZAF,1.0944436,4.4132214
2003,2007,ZAF,1.0757761,4.7452412
2004,2008,ZAF,.97554922,4.7936349
2005,2009,ZAF,3.0172954,3.5751052
2006,2010,ZAF,2.8637898,3.1276443
2007,2011,ZAF,2.5321777,2.6531255
2008,2012,ZAF,2.0330379,2.0249956
2009,2013,ZAF,1.9375784,1.8292576
2010,2014,ZAF,.68023407,2.4466157
2011,2015,ZAF,.68583709,2.2983327
1997,2001,ZMB,2.2344372,3.4585285
1998,2002,ZMB,2.282867,3.5969298
1999,2003,ZMB,1.1668037,5.0630741
2000,2004,ZMB,1.4158475,5.539515
2001,2005,ZMB,1.2216368,6.20717
2002,2006,ZMB,1.2958404,6.7245355
2003,2007,ZMB,.6095165,7.4938197
2004,2008,ZMB,.53052568,7.6596041
2005,2009,ZMB,.74346048,8.0971947
2006,2010,ZMB,1.053224,8.7097158
2007,2011,ZMB,1.4933497,8.3966665
2008,2012,ZMB,1.6709423,8.0722942
2009,2013,ZMB,1.781902,7.8602047
2010,2014,ZMB,1.7490669,7.216135
2011,2015,ZMB,.34784836,6.4456177
1997,2001,ZWE,2.5324202,.62568218
1998,2002,ZWE,4.616827,-1.6892413
1999,2003,ZWE,7.4087472,-5.6652985
2000,2004,ZWE,6.911962,-6.6632423
2001,2005,ZWE,6.6635532,-7.1936212
2002,2006,ZWE,5.2963099,-8.1738434
2003,2007,ZWE,5.6264338,-7.1257038
2004,2008,ZWE,5.9222398,-7.2604785
2005,2009,ZWE,8.4527702,-4.9020925
2006,2010,ZWE,11.087419,-1.4846915
2007,2011,ZWE,12.448715,1.5886891
2008,2012,ZWE,12.575252,4.4323955
2009,2013,ZWE,3.3885734,8.8630037
2010,2014,ZWE,3.933131,8.4357834
2011,2015,ZWE,4.1260381,7.7007494
