"","country","year","iso3","eb_econgood","gdpgrowth","unemployment","inflation","lfp","lfp_men","manufacturing","trade","gini","wage_growth"
"180","Hungary",2008,"HUN",5,0.889204502105713,7.81699991226196,4.97991561889648,49.9010009765625,58.2709999084473,21.3781185150146,158.919540405273,NA,1.25272870063782
"181","Hungary",2007,"HUN",8.10810852050781,0.448348194360733,7.4060001373291,5.35448551177979,50.2700004577637,58.8079986572266,22.2076797485352,155.927703857422,0.270999997854233,-1.26689326763153
"182","Hungary",2006,"HUN",10.6467657089233,3.85574579238892,7.49399995803833,3.49571633338928,50.4529991149902,58.8110008239746,22.6572380065918,149.694229125977,NA,1.91803193092346
"183","Hungary",2005,"HUN",13.7080869674683,4.38289403915405,7.18800020217896,2.39565658569336,50.1259994506836,58.3310012817383,22.0067024230957,127.858528137207,NA,3.7180016040802
"184","Ireland",2016,"IRL",64.0796051025391,5.21374464035034,8.08899974822998,-1.2327002286911,59.7099990844727,67.4489974975586,36.7065811157227,216.666915893555,NA,NA
"185","Ireland",2014,"IRL",38.5229530334473,8.46236228942871,11.2629995346069,-1.17653214931488,60.3759994506836,68.2259979248047,20.8925457000732,209.656692504883,0.308999985456467,-0.903038859367371
"186","Ireland",2013,"IRL",17.6470584869385,1.09884333610535,13.043999671936,1.42070770263672,60.6370010375977,68.3259963989258,21.5054302215576,193.384613037109,NA,-3.15449070930481
"187","Ireland",2012,"IRL",8.60000038146973,-1.10288226604462,14.6719999313354,2.6829526424408,60.3540000915527,68.1360015869141,22.5000247955322,196.398788452148,0.303999990224838,-0.608461856842041
"188","Ireland",2011,"IRL",3.2544379234314,-0.0405634045600891,14.625,3.59981298446655,60.6389999389648,68.4290008544922,23.9101676940918,186.309234619141,NA,-0.642712235450745
"189","Ireland",2010,"IRL",1.39026808738708,2.03354644775391,13.8540000915527,-3.48304915428162,61.1879997253418,69.2360000610352,21.5675010681152,190.109741210938,NA,-1.71542501449585
"190","Ireland",2009,"IRL",5.85898685455322,-4.56511449813843,12.0080003738403,-5.25613117218018,62.1990013122559,70.7679977416992,22.7004661560059,173.401916503906,NA,7.65242147445679
"191","Ireland",2008,"IRL",14,-4.37348127365112,6.39900016784668,-0.518177449703217,63.3479995727539,72.6740036010742,19.6509704589844,159.694030761719,NA,2.83884787559509
"192","Ireland",2007,"IRL",76.0912704467773,3.79662990570068,4.67399978637695,2.71056056022644,63.8190002441406,73.4570007324219,20.2606163024902,153.222671508789,0.305000007152557,2.73000764846802
"193","Ireland",2006,"IRL",90.8000030517578,5.86612892150879,4.41499996185303,2.69692587852478,63.3009986877441,73.5080032348633,21.1673202514648,149.904510498047,NA,1.44854915142059
"194","Ireland",2005,"IRL",89.8608322143555,5.76612043380737,4.34200000762939,3.06921005249023,62.560001373291,72.8649978637695,22.3746490478516,148.254058837891,NA,4.14136600494385
"195","Iceland",2014,"ISL",37.2745475769043,1.92514395713806,4.89699983596802,4.06146478652954,74.2850036621094,77.7149963378906,12.38782787323,100.263465881348,0.244000002741814,NA
"196","Iceland",2013,"ISL",23.3999996185303,4.41153526306152,5.37599992752075,1.84623908996582,74.1320037841797,77.7409973144531,12.9208030700684,102.86213684082,NA,NA
"197","Iceland",2012,"ISL",28.0876502990723,1.21753537654877,6,3.26287651062012,73.8119964599609,77.1449966430664,13.0516290664673,107.974479675293,0.256000012159348,NA
"198","Iceland",2011,"ISL",16.6000003814697,1.98713076114655,7.02799987792969,2.97094988822937,73.7799987792969,77.7770004272461,14.6871843338013,105.176582336426,NA,NA
"199","Iceland",2010,"ISL",8.19999980926514,-3.55986475944519,7.56400012969971,5.4455132484436,74.5220031738281,78.6269989013672,14.6351156234741,97.1354598999023,NA,NA
"200","Italy",2016,"ITA",12.2309198379517,0.879890561103821,11.5410003662109,0.754301309585571,48.2799987792969,57.9790000915527,16.2628936767578,56.5080871582031,NA,NA
"201","Italy",2015,"ITA",13.4842519760132,0.783243954181671,11.8959999084473,0.667433559894562,48.3790016174316,58.1440010070801,15.9159898757935,57.1261405944824,NA,0.735729992389679
"202","Italy",2014,"ITA",7.2834644317627,0.113671533763409,12.6829996109009,0.958909332752228,48.4850006103516,58.298999786377,15.4784078598022,55.7597694396973,0.324999988079071,0.476474106311798
"203","Italy",2013,"ITA",6.30000019073486,-1.72815728187561,12.1490001678467,1.21193599700928,48.2789993286133,58.3129997253418,15.3826274871826,55.4665908813477,NA,0.143849551677704
"204","Italy",2012,"ITA",6.8798451423645,-2.81901907920837,10.6549997329712,1.38015353679657,48.7089996337891,59.0439987182617,15.387318611145,56.1848831176758,0.331000000238419,-3.01483607292175
"205","Italy",2011,"ITA",8.82638168334961,0.576624631881714,8.35900020599365,1.46839046478271,47.8730010986328,58.6269989013672,15.7926340103149,55.5829887390137,NA,-1.5510368347168
"206","Italy",2010,"ITA",15.2941179275513,1.68652331829071,8.36200046539307,0.319448679685593,48.0209999084473,59.0460014343262,15.8170490264893,52.3455963134766,NA,0.953701496124268
"207","Italy",2009,"ITA",18.2432441711426,-5.48205375671387,7.74900007247925,1.95782196521759,48.3160018920898,59.5369987487793,15.1663236618042,45.6091156005859,NA,0.49621045589447
"208","Italy",2008,"ITA",15,-1.05040526390076,6.72300004959106,2.48058438301086,48.984001159668,60.3800010681152,17.1015472412109,54.7180099487305,NA,0.108876869082451
