day,year,sseclose,sp500close,see_return,sp500_return,120-day correlation between Shanghai Composite Index and S&P500 returns,,,
2000-03-08,2000,1726.030029,1366.699951,0.018426942,0.008173349,,,,
2000-03-09,2000,1732.349976,1401.689941,0.003661551,0.025601808,,,,
2000-03-10,2000,1705.050049,1395.069946,-0.015758898,-0.004722867,,,,
2000-03-13,2000,1728.880005,1383.619995,0.013976104,-0.008207439,,,,
2000-03-14,2000,1685.349976,1359.150024,-0.025178166,-0.017685471,,,,
2000-03-15,2000,1681.469971,1392.140015,-0.002302195,0.024272516,,,,
2000-03-16,2000,1607.530029,1458.469971,-0.043973394,0.047646038,,,,
2000-03-17,2000,1658.599976,1464.469971,0.031769201,0.0041139,,,,
2000-03-20,2000,1699.25,1456.630005,0.024508636,-0.005353449,,,,
2000-03-21,2000,1710.319946,1493.869995,0.006514607,0.025565853,,,,
2000-03-22,2000,1720.449951,1500.640015,0.005922871,0.004531866,,,,
2000-03-23,2000,1747.23999,1527.349976,0.015571531,0.017799046,,,,
2000-03-24,2000,1730.5,1527.459961,-0.009580819,7.20106E-05,,,,
2000-03-27,2000,1775.910034,1523.859985,0.026240991,-0.002356838,,,,
2000-03-28,2000,1791.439941,1507.72998,0.00874476,-0.010584965,,,,
2000-03-29,2000,1788.810059,1508.52002,-0.001468027,0.000523992,,,,
2000-03-30,2000,1810.97998,1487.920044,0.01239367,-0.013655752,,,,
2000-03-31,2000,1800.219971,1498.579956,-0.00594154,0.007164305,,,,
2000-04-03,2000,1801,1505.969971,0.000433297,0.004931345,,,,
2000-04-04,2000,1760.689941,1494.72998,-0.022382043,-0.007463622,,,,
2000-04-05,2000,1771.199951,1487.369995,0.005969257,-0.004923956,,,,
2000-04-06,2000,1809.140015,1501.339966,0.021420542,0.009392397,,,,
2000-04-07,2000,1819.900024,1516.349976,0.005947582,0.009997742,,,,
2000-04-10,2000,1826.060059,1504.459961,0.00338482,-0.007841207,,,,
2000-04-11,2000,1821.170044,1500.589966,-0.002677905,-0.002572348,,,,
2000-04-12,2000,1807.329956,1467.170044,-0.007599558,-0.022271188,,,,
2000-04-13,2000,1831.550049,1440.51001,0.013401035,-0.018171059,,,,
2000-04-14,2000,1833.670044,1356.560059,0.001157487,-0.058277939,,,,
2000-04-17,2000,1795.060059,1401.439941,-0.021056125,0.033083595,,,,
2000-04-18,2000,1813.48999,1441.609985,0.010267028,0.028663408,,,,
2000-04-19,2000,1828.709961,1427.469971,0.008392641,-0.009808488,,,,
2000-04-20,2000,1847.030029,1434.540039,0.010018028,0.004952867,,,,
2000-04-21,2000,1841.060059,,-0.0032322,,,,,
2000-04-24,2000,1837.400024,1429.859985,-0.001988004,-0.003262407,,,,
2000-04-25,2000,1833.469971,1477.439941,-0.002138921,0.033275954,,,,
2000-04-26,2000,1832.780029,1460.98999,-0.000376304,-0.011134091,,,,
2000-04-27,2000,1806.829956,1464.920044,-0.014158859,0.002689994,,,,
2000-04-28,2000,1836.319946,1452.430054,0.016321398,-0.008526056,,,,
2000-05-01,2000,1836.319946,1468.25,0,0.010892054,,,,
2000-05-02,2000,1836.319946,1446.290039,0,-0.014956554,,,,
2000-05-03,2000,1836.319946,1415.099976,0,-0.021565566,,,,
2000-05-04,2000,1836.319946,1409.569946,0,-0.003907872,,,,
2000-05-05,2000,1836.319946,1432.630005,0,0.016359642,,,,
2000-05-08,2000,1836.640015,1424.170044,0.000174299,-0.005905196,,,,
2000-05-09,2000,1806.640015,1412.140015,-0.016334176,-0.008447045,,,,
2000-05-10,2000,1752.689941,1383.050049,-0.029862104,-0.020599917,,,,
2000-05-11,2000,1724.050049,1407.810059,-0.016340535,0.017902469,,,,
2000-05-12,2000,1720.609985,1420.959961,-0.001995339,0.009340679,,,,
2000-05-15,2000,1704.589966,1452.359985,-0.009310663,0.022097755,,,,
2000-05-16,2000,1724.540039,1466.040039,0.011703737,0.00941919,,,,
2000-05-17,2000,1725.400024,1447.800049,0.000498675,-0.012441672,,,,
2000-05-18,2000,1758.540039,1437.209961,0.019207148,-0.007314607,,,,
2000-05-19,2000,1777.829956,1406.949951,0.010969279,-0.021054689,,,,
2000-05-22,2000,1824.73999,1400.719971,0.026386119,-0.004428004,,,,
2000-05-23,2000,1832.069946,1373.859985,0.004016987,-0.019175842,,,,
2000-05-24,2000,1855.48999,1399.050049,0.012783378,0.018335247,,,,
2000-05-25,2000,1880.699951,1381.52002,0.013586687,-0.012529952,,,,
2000-05-26,2000,1879.619995,1378.02002,-0.000574231,-0.002533441,,,,
2000-05-29,2000,1898.75,,0.010177592,,,,,
2000-05-30,2000,1877.469971,1422.449951,-0.011207389,0.032241862,,,,
2000-05-31,2000,1894.550049,1420.599976,0.009097391,-0.001300556,,,,
2000-06-01,2000,1903.48999,1448.810059,0.004718767,0.019857865,,,,
2000-06-02,2000,1916.25,1477.26001,0.006703482,0.019636771,,,,
2000-06-05,2000,1899.089966,1467.630005,-0.008955008,-0.006518829,,,,
2000-06-06,2000,1925.540039,1457.839966,0.013927762,-0.006670645,,,,
2000-06-07,2000,1935.030029,1471.359985,0.004928482,0.009274008,,,,
2000-06-08,2000,1925.209961,1461.670044,-0.005074892,-0.006585704,,,,
2000-06-09,2000,1900.790039,1456.949951,-0.01268429,-0.003229246,,,,
2000-06-12,2000,1912.560059,1446,0.006192172,-0.007515667,,,,
2000-06-13,2000,1938.670044,1469.439941,0.013651852,0.016210195,,,,
2000-06-14,2000,1932.290039,1470.540039,-0.003290918,0.000748651,,,,
2000-06-15,2000,1942.290039,1478.72998,0.005175206,0.005569343,,,,
2000-06-16,2000,1926.939941,1464.459961,-0.007903093,-0.009650186,,,,
2000-06-19,2000,1915.199951,1486,-0.006092556,0.01470852,,,,
2000-06-20,2000,1895.349976,1475.949951,-0.01036444,-0.006763155,-0.065154701,0.00115909,,
2000-06-21,2000,1913.130005,1479.130005,0.009380869,0.002154581,-0.03426345,-0.033519543,,
2000-06-22,2000,1913.900024,1452.180054,0.000402492,-0.018220138,-0.032783451,-0.201480158,,
2000-06-23,2000,1939.630005,1441.47998,0.013443743,-0.007368283,-0.036748835,-0.154913015,,
2000-06-26,2000,1948.640015,1455.310059,0.004645221,0.00959436,-0.067167499,-0.141241773,,
2000-06-27,2000,1942.900024,1450.550049,-0.002945639,-0.003270787,-0.073246257,-0.0650803,,
2000-06-28,2000,1947.47998,1454.819946,0.002357278,0.00294364,-0.09604125,-0.088338759,,
2000-06-29,2000,1937.26001,1442.390015,-0.005247792,-0.008543965,-0.099955108,-0.077887886,,
2000-06-30,2000,1928.109985,1454.599976,-0.004723178,0.00846509,-0.097316797,-0.064664063,,
2000-07-03,2000,1895.640015,1469.540039,-0.016840311,0.010270908,-0.098918708,-0.060180886,,
2000-07-04,2000,1907.930054,,0.006483319,,-0.098918708,-0.019297007,,
2000-07-05,2000,1909.189941,1446.22998,0.000660343,-0.015862146,-0.09936552,0.003345378,,
2000-07-06,2000,1902.550049,1456.670044,-0.003477859,0.007218813,-0.100886834,-0.075966113,,
2000-07-07,2000,1932.790039,1478.900024,0.015894452,0.015260821,-0.089538001,0.063448128,,
2000-07-10,2000,1948.02002,1475.619995,0.007879791,-0.002217884,-0.090408212,0.04909033,,
2000-07-11,2000,1960.540039,1480.880005,0.006427049,0.00356461,-0.085339522,0.050876178,,
2000-07-12,2000,1973.369995,1492.920044,0.006544093,0.008130327,-0.083609804,0.221792323,,
2000-07-13,2000,1979.199951,1495.839966,0.002954315,0.001955846,-0.083503348,0.234824442,,
2000-07-14,2000,1987.189941,1509.97998,0.00403698,0.009452892,-0.080758473,0.228942353,,
2000-07-17,2000,1982.47998,1510.48999,-0.002370161,0.000337759,-0.065325923,0.199781048,,
2000-07-18,2000,1993.98999,1493.73999,0.005805864,-0.011089117,-0.065528721,0.141775034,,
2000-07-19,2000,1998.430054,1481.959961,0.002226723,-0.007886264,-0.064768039,0.187559748,,
2000-07-20,2000,1991.560059,1495.569946,-0.003437696,0.009183774,-0.066470064,0.15299136,,
2000-07-21,2000,1996.339966,1480.189941,0.002400082,-0.010283709,-0.065693321,0.124543344,,
2000-07-24,2000,1989.23999,1464.290039,-0.003556496,-0.010741798,-0.063245653,0.129848941,,
2000-07-25,2000,1996.579956,1474.469971,0.003689834,0.006952128,-0.06287746,0.158212998,,
2000-07-26,2000,2012.319946,1452.420044,0.007883476,-0.014954477,-0.064882166,0.008965222,,
2000-07-27,2000,2012.349976,1449.619995,1.49227E-05,-0.001927851,-0.06700254,0.012493215,,
2000-07-28,2000,2012.790039,1419.890015,0.000218681,-0.020508809,-0.064640029,0.007164362,,
2000-07-31,2000,2023.540039,1430.829956,0.005340845,0.007704781,-0.066083613,-0.014200326,,
2000-08-01,2000,2028.150024,1438.099976,0.002278178,0.005080981,-0.083531244,0.050969784,,
2000-08-02,2000,2030.680054,1438.699951,0.001247457,0.0004172,-0.082404521,0.013143602,,
2000-08-03,2000,2036.300049,1452.560059,0.002767543,0.009633772,-0.076795737,0.005772587,,
2000-08-04,2000,2026.359985,1462.930054,-0.004881434,0.007139116,-0.080714782,-0.037830497,,
2000-08-07,2000,2039.420044,1479.319946,0.006445083,0.01120347,-0.059210353,0.051059325,,
2000-08-08,2000,2049.919922,1482.800049,0.005148462,0.002352501,-0.058964696,0.037806139,,
2000-08-09,2000,2061.179932,1472.869995,0.005492902,-0.006696826,-0.056661176,0.008828194,,
2000-08-10,2000,2065.939941,1460.25,0.002309362,-0.008568302,-0.051230509,0.004804707,,
2000-08-11,2000,2062.669922,1471.839966,-0.001582824,0.007936974,-0.046637764,-0.051568864,,
2000-08-14,2000,2076.300049,1491.560059,0.006608002,0.013398259,-0.046697418,0.017475744,,
2000-08-15,2000,2076.820068,1484.430054,0.000250455,-0.004780233,-0.070583345,0.186649282,,
2000-08-16,2000,2083.469971,1479.849976,0.003201964,-0.003085412,-0.073762233,0.185225452,,
2000-08-17,2000,2091.590088,1496.069946,0.003897401,0.010960551,-0.067912941,0.169182976,,
2000-08-18,2000,2090.179932,1491.719971,-0.000674203,-0.002907602,-0.067962851,0.222535672,,
2000-08-21,2000,2108.689941,1499.47998,0.008855701,0.005202055,-0.079708777,0.096393344,,
2000-08-22,2000,2074.699951,1498.130005,-0.016119009,-0.000900296,-0.105092776,0.10430076,,
2000-08-23,2000,2057.919922,1505.969971,-0.00808793,0.005233168,-0.0995,0.053767505,,
2000-08-24,2000,2071.159912,1508.310059,0.006433676,0.001553874,-0.106898656,0.029649245,,
2000-08-25,2000,2086.699951,1506.449951,0.007503061,-0.001233239,-0.111766192,0.020729873,,
2000-08-28,2000,2100.580078,1514.089966,0.006651712,0.005071536,-0.116909568,0.022869155,,
2000-08-29,2000,2105.47998,1509.839966,0.002332642,-0.002806967,-0.111682604,0.022945968,,
2000-08-30,2000,2076.139893,1502.589966,-0.013935107,-0.004801834,-0.137667783,0.104941898,,
2000-08-31,2000,2021.199951,1517.680054,-0.026462544,0.010042719,-0.144573671,-0.049186826,,
2000-09-01,2000,1999.859985,1520.77002,-0.010558068,0.00203598,-0.029202428,-0.039952912,,
2000-09-04,2000,2010.599976,,0.005370371,,-0.037620709,-0.027997445,,
2000-09-05,2000,1963.790039,1507.079956,-0.023281576,-0.009002061,-0.013643216,0.06534037,,
2000-09-06,2000,1925.910034,1492.25,-0.019289233,-0.009840192,-0.009366963,0.132199017,,
2000-09-07,2000,1950.660034,1502.51001,0.012851068,0.00687553,-0.005506901,0.241399425,,
2000-09-08,2000,1959.310059,1494.5,0.004434409,-0.005331086,-0.024014035,0.223530959,,
2000-09-11,2000,1972.040039,1489.26001,0.006497175,-0.003506183,-0.025198455,0.251751826,,
2000-09-12,2000,1979.089966,1481.98999,0.003574941,-0.004881632,-0.022938542,0.218115703,,
2000-09-13,2000,1988.939941,1484.910034,0.004977023,0.001970353,-0.016776524,0.214639658,,
2000-09-14,2000,1979.51001,1480.869995,-0.004741185,-0.00272073,-0.01566767,0.221251033,,
2000-09-15,2000,1978.430054,1465.810059,-0.000545567,-0.010169655,-0.004014384,0.198677303,,
2000-09-18,2000,1946.75,1444.51001,-0.016012724,-0.014531247,0.015463712,0.29269694,,
2000-09-19,2000,1903.150024,1459.900024,-0.022396289,0.010654142,-0.00129958,0.135724962,,
2000-09-20,2000,1922.290039,1451.339966,0.010057018,-0.005863455,-0.016206518,0.095021752,,
2000-09-21,2000,1907.310059,1449.050049,-0.007792778,-0.001577795,-0.013657885,0.120362049,,
2000-09-22,2000,1891.97998,1448.719971,-0.008037538,-0.000227789,-0.027677062,0.142033445,,
2000-09-25,2000,1875.910034,1439.030029,-0.008493719,-0.006688623,-0.027904661,0.152199009,,
2000-09-26,2000,1887.829956,1427.209961,0.006354208,-0.008213914,-0.029541192,0.059420951,,
2000-09-27,2000,1914.089966,1426.569946,0.013910157,-0.000448438,-0.02983369,0.070157219,,
2000-09-28,2000,1889.290039,1458.290039,-0.01295651,0.022235217,-0.061478463,-0.024908153,,
2000-09-29,2000,1910.160034,1436.51001,0.011046475,-0.01493532,-0.056525047,-0.130641527,,
2000-10-02,2000,1910.160034,1436.22998,0,-0.000194937,-0.058422301,-0.127886292,,
2000-10-03,2000,1910.160034,1426.459961,0,-0.006802545,-0.006152048,-0.167978997,,
2000-10-04,2000,1910.160034,1434.319946,0,0.005510134,-0.029600481,-0.157547984,,
2000-10-05,2000,1910.160034,1436.280029,0,0.001366559,-0.023249532,-0.142602142,,
2000-10-06,2000,1910.160034,1408.98999,0,-0.0190005,-0.026691828,-0.162237557,,
2000-10-09,2000,1915.349976,1402.030029,0.002717019,-0.004939681,-0.027658239,-0.17326659,,
2000-10-10,2000,1942.150024,1387.02002,0.013992246,-0.010705912,-0.039544209,-0.243540296,,
2000-10-11,2000,1933.72998,1364.589966,-0.004335424,-0.0161714,-0.027822975,-0.228571468,,
2000-10-12,2000,1926.319946,1329.780029,-0.00383199,-0.025509449,-0.019498294,-0.207706713,,
2000-10-13,2000,1918.160034,1374.170044,-0.004236011,0.033381473,-0.02737334,-0.114344607,,
2000-10-16,2000,1902.810059,1374.619995,-0.008002448,0.000327435,-0.017811459,-0.108227152,,
2000-10-17,2000,1909.48999,1349.969971,0.003510562,-0.017932246,-0.02215075,-0.126287219,,
2000-10-18,2000,1922.839966,1342.130005,0.006991383,-0.005807511,-0.025293028,-0.17778716,,
2000-10-19,2000,1913.420044,1388.76001,-0.004898963,0.034743283,-0.038956487,-0.249961192,,
2000-10-20,2000,1947.449951,1396.930054,0.01778486,0.005882978,-0.03052435,-0.234846614,,
2000-10-23,2000,1958.939941,1395.780029,0.005900018,-0.000823251,-0.030577489,-0.228245601,,
2000-10-24,2000,1956.339966,1398.130005,-0.001327236,0.001683629,-0.030945976,-0.228561855,,
2000-10-25,2000,1977.25,1364.900024,0.010688344,-0.023767447,-0.059790668,-0.273025187,,
2000-10-26,2000,1967.670044,1364.439941,-0.004845091,-0.000337082,-0.113940919,-0.282515472,,
2000-10-27,2000,1967.410034,1379.579956,-0.000132141,0.011096139,-0.091724375,-0.279374575,,
2000-10-30,2000,1973.579956,1398.660034,0.003136063,0.013830354,-0.086644349,-0.262949564,,
2000-10-31,2000,1961.290039,1429.400024,-0.00622722,0.021978172,-0.081175453,-0.363358204,,
2000-11-01,2000,1977.359985,1421.219971,0.008193559,-0.005722718,-0.093421983,-0.347818266,,
2000-11-02,2000,1984.26001,1428.319946,0.003489513,0.004995691,-0.093270224,-0.337093732,,
2000-11-03,2000,1981.630005,1426.689941,-0.001325434,-0.001141204,-0.083540502,-0.34731852,,
2000-11-06,2000,1991.170044,1432.189941,0.004814238,0.003855077,-0.065267479,-0.350828839,,
2000-11-07,2000,1997.079956,1431.869995,0.00296806,-0.000223397,-0.057111098,-0.386775933,,
2000-11-08,2000,2012.910034,1409.280029,0.007926612,-0.015776549,-0.061832769,-0.39771916,,
2000-11-09,2000,2032.47998,1400.140015,0.009722216,-0.006485592,-0.088451625,-0.423435943,,
2000-11-10,2000,2047.459961,1365.97998,0.007370297,-0.024397584,-0.08798042,-0.37358078,,
2000-11-13,2000,2070.790039,1351.26001,0.011394644,-0.010776125,-0.097695682,-0.363724462,,
2000-11-14,2000,2085.120117,1382.949951,0.006920102,0.023452142,-0.082840199,-0.309264614,,
2000-11-15,2000,2081.909912,1389.810059,-0.001539578,0.004960489,-0.051990516,-0.322243131,,
2000-11-16,2000,2095.97998,1372.319946,0.00675825,-0.012584534,-0.057746974,-0.327986836,,
2000-11-17,2000,2093.23999,1367.719971,-0.00130726,-0.00335197,-0.065452211,-0.321163493,,
2000-11-20,2000,2101.389893,1342.619995,0.003893439,-0.018351693,-0.082342046,-0.345695643,,
2000-11-21,2000,2097.97998,1347.349976,-0.001622694,0.003522948,-0.089078385,-0.35032602,,
2000-11-22,2000,2113.300049,1322.359985,0.007302295,-0.018547513,-0.092509585,-0.351268396,,
2000-11-23,2000,2119.439941,,0.002905358,,-0.096964096,-0.403888811,,
2000-11-24,2000,2053.370117,1341.77002,-0.031173246,0.014678328,-0.137063206,-0.465670807,,
2000-11-27,2000,2049.669922,1348.969971,-0.001802011,0.00536601,-0.142522318,-0.456518343,,
2000-11-28,2000,2079.399902,1336.089966,0.014504765,-0.009548029,-0.148629508,-0.476918701,,
2000-11-29,2000,2067.5,1341.930054,-0.005722758,0.004371029,-0.173772179,-0.489032313,,
2000-11-30,2000,2070.610107,1314.949951,0.001504284,-0.020105446,-0.172902588,-0.463576317,,
2000-12-01,2000,2081.840088,1315.22998,0.005423513,0.000212958,-0.175319111,-0.444240058,,
2000-12-04,2000,2092.139893,1324.969971,0.004947452,0.007405541,-0.179283478,-0.499171825,,
2000-12-05,2000,2091.669922,1376.540039,-0.000224636,0.038921688,-0.16604954,-0.45939345,,
2000-12-06,2000,2075.629883,1351.459961,-0.007668532,-0.01821965,-0.158425849,-0.390534794,,
2000-12-07,2000,2075.040039,1343.550049,-0.000284176,-0.005852865,-0.160761712,-0.35121073,,
2000-12-08,2000,2073.159912,1369.890015,-0.000906068,0.019604752,-0.163121778,-0.358103091,,
2000-12-11,2000,2046.079956,1380.199951,-0.013062164,0.007526105,-0.164266634,-0.366214316,,
2000-12-12,2000,2059.050049,1371.180054,0.006338996,-0.006535211,-0.171152788,-0.384777874,,
2000-12-13,2000,2056.120117,1359.98999,-0.001422953,-0.0081609,-0.170571157,-0.348563439,,
2000-12-14,2000,2051.080078,1340.930054,-0.002451238,-0.014014762,-0.167024534,-0.325809721,,
2000-12-15,2000,2039.359985,1312.150024,-0.005714108,-0.021462737,-0.158272239,-0.283573558,,
2000-12-18,2000,2044.550049,1322.73999,0.002544947,0.008070697,-0.152990541,-0.275538536,,
2000-12-19,2000,2049.030029,1305.599976,0.002191182,-0.012957962,-0.141007252,-0.285584297,,
2000-12-20,2000,2071.27002,1264.73999,0.010853912,-0.031295944,-0.161891036,-0.335098519,,
2000-12-21,2000,2076.889893,1274.859985,0.00271325,0.00800164,-0.160948013,-0.312494329,,
2000-12-22,2000,2069.77002,1305.949951,-0.003428142,0.024386965,-0.164058097,-0.32196532,,
2000-12-25,2000,2068.169922,,-0.00077308,,-0.188100447,-0.296175916,,
2000-12-26,2000,2076.27002,1315.189941,0.003916553,0.007075302,-0.185227957,-0.267955455,,
2000-12-27,2000,2058.23999,1328.920044,-0.008683856,0.010439634,-0.19483887,-0.35060112,,
2000-12-28,2000,2053.699951,1334.219971,-0.002205787,0.003988146,-0.201168926,-0.351413332,,
2000-12-29,2000,2073.47998,1320.280029,0.009631411,-0.010448009,-0.207628487,-0.351131641,,
2001-01-01,2001,2073.47998,,0,,-0.21162509,-0.351871085,,
2001-01-02,2001,2103.469971,1283.27002,0.014463603,-0.02803194,-0.23498525,-0.406934077,,
2001-01-03,2001,2123.899902,1347.560059,0.00971249,0.050098605,-0.180539585,-0.237974929,,
2001-01-04,2001,2117.409912,1333.339966,-0.003055695,-0.010552474,-0.176744123,-0.206253124,,
2001-01-05,2001,2125.300049,1298.349976,0.003726315,-0.026242362,-0.177677073,-0.218483287,,
2001-01-08,2001,2102.060059,1295.859985,-0.010934922,-0.001917811,-0.174701955,-0.146660311,,
2001-01-09,2001,2101.139893,1300.800049,-0.000437745,0.003812189,-0.178315504,-0.144145188,,
2001-01-10,2001,2125.610107,1313.27002,0.011646162,0.009586385,-0.170222335,-0.083264311,,
2001-01-11,2001,2119.139893,1326.819946,-0.003043933,0.010317701,-0.166095786,-0.086765443,,
2001-01-12,2001,2104.75,1318.550049,-0.00679044,-0.006232871,-0.162624261,-0.069112698,,
2001-01-15,2001,2032.439941,,-0.034355652,,-0.164339738,-0.069679392,,
2001-01-16,2001,2045.890015,1326.650024,0.006617698,0.006143093,-0.164237653,-0.068089314,,
2001-01-17,2001,2034.579956,1329.469971,-0.005528185,0.002125614,-0.166019922,-0.070436,,
2001-01-18,2001,2043.109985,1347.969971,0.004192526,0.01391532,-0.161038813,-0.100859804,,
2001-01-19,2001,2065.610107,1342.540039,0.011012683,-0.004028229,-0.164900488,-0.111865885,,
2001-01-22,2001,2065.610107,1342.900024,0,0.000268138,-0.162412124,-0.102473267,,
2001-01-23,2001,2065.610107,1360.400024,0,0.013031499,-0.168210767,-0.07820162,,
2001-01-24,2001,2065.610107,1364.300049,0,0.002866822,-0.16955465,-0.070457846,,
2001-01-25,2001,2065.610107,1357.51001,0,-0.00497694,-0.167473164,-0.076274008,,
2001-01-26,2001,2065.610107,1354.949951,0,-0.001885849,-0.166540076,-0.095977614,,
2001-01-29,2001,2065.610107,1364.170044,0,0.006804748,-0.165629831,-0.164781677,,
2001-01-30,2001,2065.610107,1373.72998,0,0.007007877,-0.173279162,-0.170162723,,
2001-01-31,2001,2065.610107,1366.01001,0,-0.005619715,-0.173155614,-0.16467318,,
2001-02-01,2001,2065.610107,1373.469971,0,0.005461132,-0.172662841,-0.056778171,,
2001-02-02,2001,2065.610107,1349.469971,0,-0.01747399,-0.175161157,-0.049121247,,
2001-02-05,2001,2008.030029,1354.310059,-0.02787558,0.003586659,-0.17643716,-0.025574135,,
2001-02-06,2001,1995.310059,1352.26001,-0.006334552,-0.001513722,-0.180459938,-0.019507492,,
2001-02-07,2001,1979.939941,1340.890015,-0.007703122,-0.008408142,-0.178129347,-0.005081879,,
2001-02-08,2001,1930.140015,1332.530029,-0.025152242,-0.006234654,-0.160392239,0.062076207,,
2001-02-09,2001,1956.969971,1314.76001,0.013900523,-0.013335549,-0.171732952,0.010494366,,
2001-02-12,2001,1961.219971,1330.310059,0.002171725,0.011827291,-0.169311845,0.046905944,,
2001-02-13,2001,1963.530029,1318.800049,0.001177868,-0.008652125,-0.173298804,0.042367306,,
2001-02-14,2001,1963.199951,1315.920044,-0.000168104,-0.002183807,-0.173066668,0.17602163,,
2001-02-15,2001,1946.47998,1326.609985,-0.008516693,0.00812355,-0.182584304,-0.005342831,,
2001-02-16,2001,1941.959961,1301.530029,-0.002322151,-0.018905297,-0.16492636,-0.005919621,,
2001-02-19,2001,1967.550049,,0.013177454,,-0.163510005,0.058981606,,
2001-02-20,2001,1953.219971,1278.939941,-0.007283209,-0.017356563,-0.153774035,0.090217198,,
2001-02-21,2001,1909.329956,1255.27002,-0.022470595,-0.018507455,-0.138585964,0.211872809,,
2001-02-22,2001,1907.26001,1252.819946,-0.001084122,-0.00195183,-0.153537693,0.16179106,,
2001-02-23,2001,1936.349976,1245.859985,0.015252229,-0.005555436,-0.165280126,0.132161723,,
2001-02-26,2001,1954.689941,1267.650024,0.009471411,0.017489959,-0.149582581,0.192489131,,
2001-02-27,2001,1962.040039,1257.939941,0.003760237,-0.007659908,-0.150340926,0.178224524,,
2001-02-28,2001,1959.180054,1239.939941,-0.001457659,-0.014309109,-0.147578457,0.153146255,,
2001-03-01,2001,1965.119995,1241.22998,0.003031851,0.001040404,-0.148394356,0.164444359,,
2001-03-02,2001,1985.109985,1234.180054,0.010172402,-0.005679791,-0.151137087,0.12243036,,
2001-03-05,2001,1984.199951,1241.410034,-0.00045843,0.005858125,-0.152061494,0.133663003,,
2001-03-06,2001,1990.060059,1253.800049,0.002953385,0.009980598,-0.168129543,0.148657781,,
2001-03-07,2001,1991.180054,1261.890015,0.000562795,0.006452357,-0.15366609,0.150784344,,
